,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,nswprice,nswdemand,vicprice,vicdemand,transfer,class
37,37,37,37,37,37,37,37,37,37,37,0.040711,0.546861,0.003467,0.422915,0.414912,DOWN
38,38,38,38,38,38,38,38,38,38,38,0.040711,0.497025,0.003467,0.422915,0.414912,DOWN
39,39,39,39,39,39,39,39,39,39,39,0.040861,0.470693,0.003467,0.422915,0.414912,DOWN
40,40,40,40,40,40,40,40,40,40,40,0.041041,0.446296,0.003467,0.422915,0.414912,DOWN
41,41,41,41,41,41,41,41,41,41,41,0.042482,0.412229,0.003467,0.422915,0.414912,DOWN
42,42,42,42,42,42,42,42,42,42,42,0.041161,0.368789,0.003467,0.422915,0.414912,DOWN
43,43,43,43,43,43,43,43,43,43,43,0.051489,0.34573,0.003467,0.422915,0.414912,UP
44,44,44,44,44,44,44,44,44,44,44,0.056443,0.40479,0.003467,0.422915,0.414912,UP
45,45,45,45,45,45,45,45,45,45,45,0.054642,0.42889,0.003467,0.422915,0.414912,UP
46,46,46,46,46,46,46,46,46,46,46,0.059235,0.445254,0.003467,0.422915,0.414912,UP
47,47,47,47,47,47,47,47,47,47,47,0.054642,0.44094,0.003467,0.422915,0.414912,UP
48,48,48,48,48,48,48,48,48,48,48,0.059235,0.442874,0.003467,0.422915,0.414912,UP
49,49,49,49,49,49,49,49,49,49,49,0.056443,0.41089,0.003467,0.422915,0.414912,UP
50,50,50,50,50,50,50,50,50,50,50,0.051489,0.378905,0.003467,0.422915,0.414912,UP
51,51,51,51,51,51,51,51,51,51,51,0.044374,0.316721,0.003467,0.422915,0.414912,DOWN
52,52,52,52,52,52,52,52,52,52,52,0.041041,0.257959,0.003467,0.422915,0.414912,DOWN
53,53,53,53,53,53,53,53,53,53,53,0.041161,0.214073,0.003467,0.422915,0.414912,DOWN
54,54,54,54,54,54,54,54,54,54,54,0.041161,0.178816,0.003467,0.422915,0.414912,DOWN
55,55,55,55,55,55,55,55,55,55,55,0.040951,0.151889,0.003467,0.422915,0.414912,DOWN
56,56,56,56,56,56,56,56,56,56,56,0.041011,0.1385,0.003467,0.422915,0.414912,DOWN
57,57,57,57,57,57,57,57,57,57,57,0.041041,0.142071,0.003467,0.422915,0.414912,DOWN
58,58,58,58,58,58,58,58,58,58,58,0.042482,0.171675,0.003467,0.422915,0.414912,DOWN
59,59,59,59,59,59,59,59,59,59,59,0.051489,0.214519,0.003467,0.422915,0.414912,UP
60,60,60,60,60,60,60,60,60,60,60,0.051489,0.30244,0.003467,0.422915,0.414912,UP
61,61,61,61,61,61,61,61,61,61,61,0.051489,0.393038,0.003467,0.422915,0.414912,UP
62,62,62,62,62,62,62,62,62,62,62,0.040861,0.395567,0.003467,0.422915,0.414912,DOWN
63,63,63,63,63,63,63,63,63,63,63,0.040861,0.456561,0.003467,0.422915,0.414912,DOWN
64,64,64,64,64,64,64,64,64,64,64,0.040861,0.487504,0.003467,0.422915,0.414912,DOWN
65,65,65,65,65,65,65,65,65,65,65,0.040861,0.488991,0.003467,0.422915,0.414912,DOWN
66,66,66,66,66,66,66,66,66,66,66,0.041041,0.52886,0.003467,0.422915,0.414912,DOWN
67,67,67,67,67,67,67,67,67,67,67,0.041041,0.533323,0.003467,0.422915,0.414912,DOWN
68,68,68,68,68,68,68,68,68,68,68,0.041041,0.519935,0.003467,0.422915,0.414912,DOWN
69,69,69,69,69,69,69,69,69,69,69,0.042362,0.502529,0.003467,0.422915,0.414912,DOWN
70,70,70,70,70,70,70,70,70,70,70,0.042482,0.491818,0.003467,0.422915,0.414912,DOWN
71,71,71,71,71,71,71,71,71,71,71,0.044374,0.486909,0.003467,0.422915,0.414912,DOWN
72,72,72,72,72,72,72,72,72,72,72,0.044374,0.480363,0.003467,0.422915,0.414912,DOWN
73,73,73,73,73,73,73,73,73,73,73,0.042482,0.477388,0.003467,0.422915,0.414912,DOWN
74,74,74,74,74,74,74,74,74,74,74,0.042482,0.477388,0.003467,0.422915,0.414912,DOWN
75,75,75,75,75,75,75,75,75,75,75,0.042482,0.47114,0.003467,0.422915,0.414912,DOWN
76,76,76,76,76,76,76,76,76,76,76,0.041041,0.462065,0.003467,0.422915,0.414912,DOWN
77,77,77,77,77,77,77,77,77,77,77,0.040861,0.445403,0.003467,0.422915,0.414912,DOWN
78,78,78,78,78,78,78,78,78,78,78,0.040861,0.442428,0.003467,0.422915,0.414912,DOWN
79,79,79,79,79,79,79,79,79,79,79,0.040861,0.450759,0.003467,0.422915,0.414912,DOWN
80,80,80,80,80,80,80,80,80,80,80,0.040861,0.455965,0.003467,0.422915,0.414912,DOWN
81,81,81,81,81,81,81,81,81,81,81,0.040861,0.484677,0.003467,0.422915,0.414912,DOWN
82,82,82,82,82,82,82,82,82,82,82,0.041041,0.53377,0.003467,0.422915,0.414912,DOWN
83,83,83,83,83,83,83,83,83,83,83,0.041041,0.604136,0.003467,0.422915,0.414912,DOWN
84,84,84,84,84,84,84,84,84,84,84,0.040861,0.587028,0.003467,0.422915,0.414912,DOWN
85,85,85,85,85,85,85,85,85,85,85,0.040711,0.552812,0.003467,0.422915,0.414912,DOWN
86,86,86,86,86,86,86,86,86,86,86,0.040711,0.51086,0.003467,0.422915,0.414912,DOWN
87,87,87,87,87,87,87,87,87,87,87,0.040861,0.480065,0.003467,0.422915,0.414912,DOWN
88,88,88,88,88,88,88,88,88,88,88,0.041041,0.452246,0.003467,0.422915,0.414912,DOWN
89,89,89,89,89,89,89,89,89,89,89,0.041041,0.431568,0.003467,0.422915,0.414912,DOWN
90,90,90,90,90,90,90,90,90,90,90,0.041041,0.3856,0.003467,0.422915,0.414912,DOWN
91,91,91,91,91,91,91,91,91,91,91,0.041041,0.350342,0.003467,0.422915,0.414912,DOWN
92,92,92,92,92,92,92,92,92,92,92,0.056443,0.409104,0.003467,0.422915,0.414912,UP
93,93,93,93,93,93,93,93,93,93,93,0.055362,0.435138,0.003467,0.422915,0.414912,UP
94,94,94,94,94,94,94,94,94,94,94,0.059235,0.456412,0.003467,0.422915,0.414912,UP
95,95,95,95,95,95,95,95,95,95,95,0.054642,0.449866,0.003467,0.422915,0.414912,UP
96,96,96,96,96,96,96,96,96,96,96,0.054642,0.44823,0.003467,0.422915,0.414912,UP
97,97,97,97,97,97,97,97,97,97,97,0.054642,0.429485,0.003467,0.422915,0.414912,UP
98,98,98,98,98,98,98,98,98,98,98,0.051489,0.399286,0.003467,0.422915,0.414912,UP
99,99,99,99,99,99,99,99,99,99,99,0.041041,0.331449,0.003467,0.422915,0.414912,DOWN
100,100,100,100,100,100,100,100,100,100,100,0.041041,0.271794,0.003467,0.422915,0.414912,DOWN
101,101,101,101,101,101,101,101,101,101,101,0.041041,0.228206,0.003467,0.422915,0.414912,DOWN
102,102,102,102,102,102,102,102,102,102,102,0.041041,0.183576,0.003467,0.422915,0.414912,DOWN
103,103,103,103,103,103,103,103,103,103,103,0.041041,0.162452,0.003467,0.422915,0.414912,DOWN
104,104,104,104,104,104,104,104,104,104,104,0.046956,0.151592,0.003467,0.422915,0.414912,UP
105,105,105,105,105,105,105,105,105,105,105,0.046956,0.147724,0.003467,0.422915,0.414912,UP
106,106,106,106,106,106,106,106,106,106,106,0.046956,0.174353,0.003467,0.422915,0.414912,UP
107,107,107,107,107,107,107,107,107,107,107,0.047106,0.2169,0.003467,0.422915,0.414912,UP
108,108,108,108,108,108,108,108,108,108,108,0.049868,0.307349,0.003467,0.422915,0.414912,UP
109,109,109,109,109,109,109,109,109,109,109,0.047106,0.403451,0.003467,0.422915,0.414912,UP
110,110,110,110,110,110,110,110,110,110,110,0.046956,0.407766,0.003467,0.422915,0.414912,UP
111,111,111,111,111,111,111,111,111,111,111,0.041161,0.465486,0.003467,0.422915,0.414912,DOWN
112,112,112,112,112,112,112,112,112,112,112,0.040711,0.490777,0.003467,0.422915,0.414912,DOWN
113,113,113,113,113,113,113,113,113,113,113,0.041161,0.493603,0.003467,0.422915,0.414912,DOWN
114,114,114,114,114,114,114,114,114,114,114,0.045515,0.519786,0.003467,0.422915,0.414912,UP
115,115,115,115,115,115,115,115,115,115,115,0.046956,0.531836,0.003467,0.422915,0.414912,UP
116,116,116,116,116,116,116,116,116,116,116,0.046956,0.520976,0.003467,0.422915,0.414912,UP
117,117,117,117,117,117,117,117,117,117,117,0.047106,0.490925,0.003467,0.422915,0.414912,UP
118,118,118,118,118,118,118,118,118,118,118,0.047106,0.49762,0.003467,0.422915,0.414912,UP
119,119,119,119,119,119,119,119,119,119,119,0.047106,0.490479,0.003467,0.422915,0.414912,UP
120,120,120,120,120,120,120,120,120,120,120,0.047106,0.482892,0.003467,0.422915,0.414912,UP
121,121,121,121,121,121,121,121,121,121,121,0.047436,0.475751,0.003467,0.422915,0.414912,UP
122,122,122,122,122,122,122,122,122,122,122,0.047436,0.474412,0.003467,0.422915,0.414912,UP
123,123,123,123,123,123,123,123,123,123,123,0.047106,0.466825,0.003467,0.422915,0.414912,UP
124,124,124,124,124,124,124,124,124,124,124,0.047106,0.458792,0.003467,0.422915,0.414912,UP
125,125,125,125,125,125,125,125,125,125,125,0.047106,0.446742,0.003467,0.422915,0.414912,UP
126,126,126,126,126,126,126,126,126,126,126,0.046956,0.439601,0.003467,0.422915,0.414912,UP
127,127,127,127,127,127,127,127,127,127,127,0.046956,0.442428,0.003467,0.422915,0.414912,UP
128,128,128,128,128,128,128,128,128,128,128,0.042482,0.450461,0.003467,0.422915,0.414912,DOWN
129,129,129,129,129,129,129,129,129,129,129,0.042482,0.468015,0.003467,0.422915,0.414912,DOWN
130,130,130,130,130,130,130,130,130,130,130,0.046956,0.510562,0.003467,0.422915,0.414912,UP
131,131,131,131,131,131,131,131,131,131,131,0.046956,0.592086,0.003467,0.422915,0.414912,UP
132,132,132,132,132,132,132,132,132,132,132,0.046956,0.584796,0.003467,0.422915,0.414912,UP
133,133,133,133,133,133,133,133,133,133,133,0.042482,0.558018,0.003467,0.422915,0.414912,DOWN
134,134,134,134,134,134,134,134,134,134,134,0.040711,0.52053,0.003467,0.422915,0.414912,DOWN
135,135,135,135,135,135,135,135,135,135,135,0.040711,0.493454,0.003467,0.422915,0.414912,DOWN
136,136,136,136,136,136,136,136,136,136,136,0.042482,0.473817,0.003467,0.422915,0.414912,DOWN
137,137,137,137,137,137,137,137,137,137,137,0.041882,0.453585,0.003467,0.422915,0.414912,DOWN
138,138,138,138,138,138,138,138,138,138,138,0.046956,0.407468,0.003467,0.422915,0.414912,UP
139,139,139,139,139,139,139,139,139,139,139,0.046956,0.371169,0.003467,0.422915,0.414912,UP
140,140,140,140,140,140,140,140,140,140,140,0.056443,0.422345,0.003467,0.422915,0.414912,UP
141,141,141,141,141,141,141,141,141,141,141,0.051699,0.442577,0.003467,0.422915,0.414912,UP
142,142,142,142,142,142,142,142,142,142,142,0.075868,0.46385,0.003467,0.422915,0.414912,UP
143,143,143,143,143,143,143,143,143,143,143,0.075267,0.462065,0.003467,0.422915,0.414912,UP
144,144,144,144,144,144,144,144,144,144,144,0.075868,0.459833,0.003467,0.422915,0.414912,UP
145,145,145,145,145,145,145,145,145,145,145,0.075868,0.434543,0.003467,0.422915,0.414912,UP
146,146,146,146,146,146,146,146,146,146,146,0.074517,0.395567,0.003467,0.422915,0.414912,UP
147,147,147,147,147,147,147,147,147,147,147,0.075267,0.327879,0.003467,0.422915,0.414912,UP
148,148,148,148,148,148,148,148,148,148,148,0.075868,0.273282,0.003467,0.422915,0.414912,UP
149,149,149,149,149,149,149,149,149,149,149,0.074517,0.232223,0.003467,0.422915,0.414912,UP
150,150,150,150,150,150,150,150,150,150,150,0.073976,0.187295,0.003467,0.422915,0.414912,UP
151,151,151,151,151,151,151,151,151,151,151,0.073976,0.164237,0.003467,0.422915,0.414912,UP
152,152,152,152,152,152,152,152,152,152,152,0.076948,0.154418,0.003467,0.422915,0.414912,UP
153,153,153,153,153,153,153,153,153,153,153,0.074367,0.159625,0.003467,0.422915,0.414912,UP
154,154,154,154,154,154,154,154,154,154,154,0.074367,0.182981,0.003467,0.422915,0.414912,UP
155,155,155,155,155,155,155,155,155,155,155,0.076948,0.226867,0.003467,0.422915,0.414912,UP
156,156,156,156,156,156,156,156,156,156,156,0.077999,0.314192,0.003467,0.422915,0.414912,UP
157,157,157,157,157,157,157,157,157,157,157,0.077039,0.401517,0.003467,0.422915,0.414912,UP
158,158,158,158,158,158,158,158,158,158,158,0.089798,0.405832,0.003467,0.422915,0.414912,UP
159,159,159,159,159,159,159,159,159,159,159,0.089798,0.457751,0.003467,0.422915,0.414912,UP
160,160,160,160,160,160,160,160,160,160,160,0.089798,0.496727,0.003467,0.422915,0.414912,UP
161,161,161,161,161,161,161,161,161,161,161,0.089798,0.500595,0.003467,0.422915,0.414912,UP
162,162,162,162,162,162,162,162,162,162,162,0.149664,0.542101,0.003467,0.422915,0.414912,UP
163,163,163,163,163,163,163,163,163,163,163,0.089798,0.550878,0.003467,0.422915,0.414912,UP
164,164,164,164,164,164,164,164,164,164,164,0.089798,0.535257,0.003467,0.422915,0.414912,UP
165,165,165,165,165,165,165,165,165,165,165,0.089798,0.516662,0.003467,0.422915,0.414912,UP
166,166,166,166,166,166,166,166,166,166,166,0.047676,0.50476,0.003467,0.422915,0.414912,DOWN
167,167,167,167,167,167,167,167,167,167,167,0.146902,0.495537,0.003467,0.422915,0.414912,UP
168,168,168,168,168,168,168,168,168,168,168,0.193287,0.485272,0.003467,0.422915,0.414912,UP
169,169,169,169,169,169,169,169,169,169,169,0.193287,0.482594,0.003467,0.422915,0.414912,UP
170,170,170,170,170,170,170,170,170,170,170,0.194548,0.473371,0.003467,0.422915,0.414912,UP
171,171,171,171,171,171,171,171,171,171,171,0.193287,0.468164,0.003467,0.422915,0.414912,UP
172,172,172,172,172,172,172,172,172,172,172,0.139636,0.461619,0.003467,0.422915,0.414912,UP
173,173,173,173,173,173,173,173,173,173,173,0.149664,0.456709,0.003467,0.422915,0.414912,UP
174,174,174,174,174,174,174,174,174,174,174,0.089798,0.439453,0.003467,0.422915,0.414912,UP
175,175,175,175,175,175,175,175,175,175,175,0.089798,0.438411,0.003467,0.422915,0.414912,UP
176,176,176,176,176,176,176,176,176,176,176,0.06626,0.441684,0.003467,0.422915,0.414912,DOWN
177,177,177,177,177,177,177,177,177,177,177,0.089798,0.458792,0.003467,0.422915,0.414912,UP
178,178,178,178,178,178,178,178,178,178,178,0.089798,0.499554,0.003467,0.422915,0.414912,UP
179,179,179,179,179,179,179,179,179,179,179,0.077039,0.54939,0.003467,0.422915,0.414912,DOWN
180,180,180,180,180,180,180,180,180,180,180,0.047586,0.53377,0.003467,0.422915,0.414912,DOWN
181,181,181,181,181,181,181,181,181,181,181,0.076948,0.505504,0.003467,0.422915,0.414912,DOWN
182,182,182,182,182,182,182,182,182,182,182,0.076948,0.458346,0.003467,0.422915,0.414912,DOWN
183,183,183,183,183,183,183,183,183,183,183,0.074036,0.429485,0.003467,0.422915,0.414912,DOWN
184,184,184,184,184,184,184,184,184,184,184,0.047586,0.399137,0.003467,0.422915,0.414912,DOWN
185,185,185,185,185,185,185,185,185,185,185,0.047586,0.376525,0.003467,0.422915,0.414912,DOWN
186,186,186,186,186,186,186,186,186,186,186,0.072835,0.352127,0.003467,0.422915,0.414912,DOWN
187,187,187,187,187,187,187,187,187,187,187,0.047586,0.309283,0.003467,0.422915,0.414912,DOWN
188,188,188,188,188,188,188,188,188,188,188,0.072835,0.381434,0.003467,0.422915,0.414912,DOWN
189,189,189,189,189,189,189,189,189,189,189,0.074367,0.408956,0.003467,0.422915,0.414912,DOWN
190,190,190,190,190,190,190,190,190,190,190,0.093611,0.43856,0.003467,0.422915,0.414912,UP
191,191,191,191,191,191,191,191,191,191,191,0.149664,0.435436,0.003467,0.422915,0.414912,UP
192,192,192,192,192,192,192,192,192,192,192,0.076948,0.436924,0.003467,0.422915,0.414912,DOWN
193,193,193,193,193,193,193,193,193,193,193,0.074336,0.407468,0.003467,0.422915,0.414912,DOWN
194,194,194,194,194,194,194,194,194,194,194,0.077039,0.368343,0.003467,0.422915,0.414912,DOWN
195,195,195,195,195,195,195,195,195,195,195,0.072835,0.304522,0.003467,0.422915,0.414912,DOWN
196,196,196,196,196,196,196,196,196,196,196,0.071905,0.246355,0.003467,0.422915,0.414912,DOWN
197,197,197,197,197,197,197,197,197,197,197,0.046956,0.196816,0.003467,0.422915,0.414912,DOWN
198,198,198,198,198,198,198,198,198,198,198,0.046956,0.152633,0.003467,0.422915,0.414912,DOWN
199,199,199,199,199,199,199,199,199,199,199,0.046806,0.127343,0.003467,0.422915,0.414912,DOWN
200,200,200,200,200,200,200,200,200,200,200,0.046956,0.11083,0.003467,0.422915,0.414912,DOWN
201,201,201,201,201,201,201,201,201,201,201,0.046956,0.101607,0.003467,0.422915,0.414912,DOWN
202,202,202,202,202,202,202,202,202,202,202,0.046956,0.105326,0.003467,0.422915,0.414912,DOWN
203,203,203,203,203,203,203,203,203,203,203,0.062417,0.120649,0.003467,0.422915,0.414912,DOWN
204,204,204,204,204,204,204,204,204,204,204,0.062417,0.149807,0.003467,0.422915,0.414912,DOWN
205,205,205,205,205,205,205,205,205,205,205,0.072145,0.176882,0.003467,0.422915,0.414912,DOWN
206,206,206,206,206,206,206,206,206,206,206,0.047106,0.214073,0.003467,0.422915,0.414912,DOWN
207,207,207,207,207,207,207,207,207,207,207,0.080581,0.286224,0.003467,0.422915,0.414912,DOWN
208,208,208,208,208,208,208,208,208,208,208,0.072145,0.344243,0.003467,0.422915,0.414912,DOWN
209,209,209,209,209,209,209,209,209,209,209,0.080581,0.385897,0.003467,0.422915,0.414912,DOWN
210,210,210,210,210,210,210,210,210,210,210,0.080581,0.423535,0.003467,0.422915,0.414912,DOWN
211,211,211,211,211,211,211,211,211,211,211,0.072745,0.428593,0.003467,0.422915,0.414912,DOWN
212,212,212,212,212,212,212,212,212,212,212,0.047376,0.416989,0.003467,0.422915,0.414912,DOWN
213,213,213,213,213,213,213,213,213,213,213,0.047256,0.403154,0.003467,0.422915,0.414912,DOWN
214,214,214,214,214,214,214,214,214,214,214,0.072145,0.382624,0.003467,0.422915,0.414912,DOWN
215,215,215,215,215,215,215,215,215,215,215,0.047256,0.371021,0.003467,0.422915,0.414912,DOWN
216,216,216,216,216,216,216,216,216,216,216,0.072145,0.354508,0.003467,0.422915,0.414912,DOWN
217,217,217,217,217,217,217,217,217,217,217,0.047256,0.337102,0.003467,0.422915,0.414912,DOWN
218,218,218,218,218,218,218,218,218,218,218,0.047256,0.325796,0.003467,0.422915,0.414912,DOWN
219,219,219,219,219,219,219,219,219,219,219,0.072145,0.313746,0.003467,0.422915,0.414912,DOWN
220,220,220,220,220,220,220,220,220,220,220,0.047256,0.296489,0.003467,0.422915,0.414912,DOWN
221,221,221,221,221,221,221,221,221,221,221,0.047256,0.287266,0.003467,0.422915,0.414912,DOWN
222,222,222,222,222,222,222,222,222,222,222,0.072145,0.284588,0.003467,0.422915,0.414912,UP
223,223,223,223,223,223,223,223,223,223,223,0.072745,0.287266,0.003467,0.422915,0.414912,UP
224,224,224,224,224,224,224,224,224,224,224,0.080581,0.291431,0.003467,0.422915,0.414912,UP
225,225,225,225,225,225,225,225,225,225,225,0.080581,0.318209,0.003467,0.422915,0.414912,UP
226,226,226,226,226,226,226,226,226,226,226,0.072745,0.363136,0.003467,0.422915,0.414912,UP
227,227,227,227,227,227,227,227,227,227,227,0.080581,0.44942,0.003467,0.422915,0.414912,UP
228,228,228,228,228,228,228,228,228,228,228,0.072745,0.458048,0.003467,0.422915,0.414912,UP
229,229,229,229,229,229,229,229,229,229,229,0.072145,0.428444,0.003467,0.422915,0.414912,UP
230,230,230,230,230,230,230,230,230,230,230,0.047256,0.385302,0.003467,0.422915,0.414912,DOWN
231,231,231,231,231,231,231,231,231,231,231,0.047256,0.351532,0.003467,0.422915,0.414912,DOWN
232,232,232,232,232,232,232,232,232,232,232,0.047256,0.32535,0.003467,0.422915,0.414912,DOWN
233,233,233,233,233,233,233,233,233,233,233,0.047256,0.309432,0.003467,0.422915,0.414912,DOWN
234,234,234,234,234,234,234,234,234,234,234,0.047106,0.282059,0.003467,0.422915,0.414912,DOWN
235,235,235,235,235,235,235,235,235,235,235,0.047106,0.259447,0.003467,0.422915,0.414912,DOWN
236,236,236,236,236,236,236,236,236,236,236,0.072145,0.29753,0.003467,0.422915,0.414912,UP
237,237,237,237,237,237,237,237,237,237,237,0.047106,0.31687,0.003467,0.422915,0.414912,DOWN
238,238,238,238,238,238,238,238,238,238,238,0.047256,0.3374,0.003467,0.422915,0.414912,DOWN
239,239,239,239,239,239,239,239,239,239,239,0.047256,0.316572,0.003467,0.422915,0.414912,DOWN
240,240,240,240,240,240,240,240,240,240,240,0.047106,0.30244,0.003467,0.422915,0.414912,DOWN
241,241,241,241,241,241,241,241,241,241,241,0.047106,0.259,0.003467,0.422915,0.414912,DOWN
242,242,242,242,242,242,242,242,242,242,242,0.047106,0.234157,0.003467,0.422915,0.414912,DOWN
243,243,243,243,243,243,243,243,243,243,243,0.047106,0.182089,0.003467,0.422915,0.414912,DOWN
244,244,244,244,244,244,244,244,244,244,244,0.046956,0.140732,0.003467,0.422915,0.414912,DOWN
245,245,245,245,245,245,245,245,245,245,245,0.062417,0.111425,0.003467,0.422915,0.414912,UP
246,246,246,246,246,246,246,246,246,246,246,0.062417,0.087176,0.003467,0.422915,0.414912,UP
247,247,247,247,247,247,247,247,247,247,247,0.062417,0.07349,0.003467,0.422915,0.414912,UP
248,248,248,248,248,248,248,248,248,248,248,0.062417,0.058167,0.003467,0.422915,0.414912,UP
249,249,249,249,249,249,249,249,249,249,249,0.062417,0.052812,0.003467,0.422915,0.414912,UP
250,250,250,250,250,250,250,250,250,250,250,0.063889,0.064267,0.003467,0.422915,0.414912,UP
251,251,251,251,251,251,251,251,251,251,251,0.062417,0.074383,0.003467,0.422915,0.414912,UP
252,252,252,252,252,252,252,252,252,252,252,0.062417,0.090747,0.003467,0.422915,0.414912,UP
253,253,253,253,253,253,253,253,253,253,253,0.046956,0.091937,0.003467,0.422915,0.414912,DOWN
254,254,254,254,254,254,254,254,254,254,254,0.046956,0.127938,0.003467,0.422915,0.414912,DOWN
255,255,255,255,255,255,255,255,255,255,255,0.047256,0.180452,0.003467,0.422915,0.414912,DOWN
256,256,256,256,256,256,256,256,256,256,256,0.047256,0.230884,0.003467,0.422915,0.414912,DOWN
257,257,257,257,257,257,257,257,257,257,257,0.047256,0.277298,0.003467,0.422915,0.414912,DOWN
258,258,258,258,258,258,258,258,258,258,258,0.047376,0.327581,0.003467,0.422915,0.414912,DOWN
259,259,259,259,259,259,259,259,259,259,259,0.047376,0.351235,0.003467,0.422915,0.414912,DOWN
260,260,260,260,260,260,260,260,260,260,260,0.047256,0.355251,0.003467,0.422915,0.414912,DOWN
261,261,261,261,261,261,261,261,261,261,261,0.047256,0.345582,0.003467,0.422915,0.414912,DOWN
262,262,262,262,262,262,262,262,262,262,262,0.071694,0.337251,0.003467,0.422915,0.414912,UP
263,263,263,263,263,263,263,263,263,263,263,0.054131,0.323416,0.003467,0.422915,0.414912,DOWN
264,264,264,264,264,264,264,264,264,264,264,0.071694,0.308242,0.003467,0.422915,0.414912,UP
265,265,265,265,265,265,265,265,265,265,265,0.069383,0.281018,0.003467,0.422915,0.414912,UP
266,266,266,266,266,266,266,266,266,266,266,0.047256,0.263612,0.003467,0.422915,0.414912,DOWN
267,267,267,267,267,267,267,267,267,267,267,0.047256,0.244868,0.003467,0.422915,0.414912,DOWN
