,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,pm2.5
119,119,119,119,119,-22.0,-16.0,1033.0,23.7,0.0,0.0,0.0,1.0,0.0,0.0,50.0
120,120,120,120,120,-25.0,-17.0,1033.0,26.83,0.0,0.0,0.0,1.0,0.0,0.0,56.0
121,121,121,121,121,-25.0,-14.0,1033.0,4.02,0.0,0.0,1.0,0.0,0.0,0.0,77.0
122,122,122,122,122,-26.0,-14.0,1034.0,8.04,0.0,0.0,1.0,0.0,0.0,0.0,50.0
123,123,123,123,123,-26.0,-14.0,1033.0,13.85,0.0,0.0,1.0,0.0,0.0,0.0,44.0
124,124,124,124,124,-26.0,-14.0,1033.0,17.87,0.0,0.0,1.0,0.0,0.0,0.0,27.0
125,125,125,125,125,-26.0,-14.0,1033.0,23.68,0.0,0.0,1.0,0.0,0.0,0.0,28.0
126,126,126,126,126,-26.0,-14.0,1033.0,28.6,0.0,0.0,1.0,0.0,0.0,0.0,21.0
127,127,127,127,127,-26.0,-15.0,1034.0,33.52,0.0,0.0,1.0,0.0,0.0,0.0,25.0
128,128,128,128,128,-26.0,-14.0,1034.0,39.33,0.0,0.0,1.0,0.0,0.0,0.0,20.0
129,129,129,129,129,-25.0,-13.0,1035.0,44.25,0.0,0.0,1.0,0.0,0.0,0.0,29.0
130,130,130,130,130,-25.0,-12.0,1035.0,50.06,0.0,0.0,1.0,0.0,0.0,0.0,34.0
131,131,131,131,131,-24.0,-11.0,1035.0,54.98,0.0,0.0,1.0,0.0,0.0,0.0,42.0
132,132,132,132,132,-24.0,-10.0,1034.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0
133,133,133,133,133,-22.0,-10.0,1033.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,36.0
134,134,134,134,134,-22.0,-9.0,1033.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,48.0
135,135,135,135,135,-22.0,-8.0,1033.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,49.0
136,136,136,136,136,-22.0,-8.0,1033.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,52.0
137,137,137,137,137,-21.0,-9.0,1033.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,56.0
138,138,138,138,138,-22.0,-9.0,1033.0,5.37,0.0,0.0,0.0,1.0,0.0,0.0,96.0
139,139,139,139,139,-22.0,-14.0,1034.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,75.0
140,140,140,140,140,-22.0,-12.0,1035.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,105.0
141,141,141,141,141,-21.0,-14.0,1034.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,132.0
142,142,142,142,142,-22.0,-16.0,1035.0,5.37,0.0,0.0,0.0,1.0,0.0,0.0,93.0
143,143,143,143,143,-21.0,-16.0,1035.0,7.16,0.0,0.0,0.0,1.0,0.0,0.0,131.0
144,144,144,144,144,-21.0,-16.0,1035.0,8.95,0.0,0.0,0.0,1.0,0.0,0.0,127.0
145,145,145,145,145,-21.0,-16.0,1035.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,130.0
146,146,146,146,146,-22.0,-18.0,1036.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,43.0
147,147,147,147,147,-23.0,-15.0,1036.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,37.0
148,148,148,148,148,-24.0,-16.0,1035.0,7.15,0.0,0.0,0.0,1.0,0.0,0.0,30.0
149,149,149,149,149,-25.0,-15.0,1035.0,10.28,0.0,0.0,0.0,1.0,0.0,0.0,28.0
150,150,150,150,150,-24.0,-15.0,1035.0,14.3,0.0,0.0,0.0,1.0,0.0,0.0,24.0
151,151,151,151,151,-25.0,-13.0,1036.0,4.92,0.0,0.0,1.0,0.0,0.0,0.0,23.0
152,152,152,152,152,-24.0,-14.0,1036.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,24.0
153,153,153,153,153,-23.0,-12.0,1036.0,8.94,0.0,0.0,0.0,1.0,0.0,0.0,27.0
154,154,154,154,154,-22.0,-11.0,1036.0,12.96,0.0,0.0,0.0,1.0,0.0,0.0,40.0
155,155,155,155,155,-20.0,-10.0,1036.0,16.09,0.0,0.0,0.0,1.0,0.0,0.0,42.0
156,156,156,156,156,-21.0,-9.0,1035.0,19.22,0.0,0.0,0.0,1.0,0.0,0.0,42.0
157,157,157,157,157,-21.0,-8.0,1034.0,21.01,0.0,0.0,0.0,1.0,0.0,0.0,55.0
158,158,158,158,158,-20.0,-7.0,1033.0,22.8,0.0,0.0,0.0,1.0,0.0,0.0,52.0
159,159,159,159,159,-20.0,-7.0,1032.0,24.59,0.0,0.0,0.0,1.0,0.0,0.0,51.0
160,160,160,160,160,-18.0,-8.0,1032.0,26.38,0.0,0.0,0.0,1.0,0.0,0.0,57.0
161,161,161,161,161,-19.0,-9.0,1032.0,28.17,0.0,0.0,0.0,1.0,0.0,0.0,50.0
162,162,162,162,162,-19.0,-11.0,1032.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,54.0
163,163,163,163,163,-18.0,-11.0,1033.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,67.0
164,164,164,164,164,-19.0,-15.0,1032.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,106.0
165,165,165,165,165,-19.0,-14.0,1032.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,159.0
166,166,166,166,166,-21.0,-14.0,1032.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,198.0
167,167,167,167,167,-21.0,-16.0,1032.0,2.23,0.0,0.0,0.0,0.0,0.0,1.0,190.0
168,168,168,168,168,-21.0,-17.0,1031.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,210.0
169,169,169,169,169,-19.0,-16.0,1031.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,195.0
170,170,170,170,170,-20.0,-16.0,1031.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,275.0
171,171,171,171,171,-19.0,-15.0,1030.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,164.0
172,172,172,172,172,-18.0,-15.0,1030.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,110.0
173,173,173,173,173,-18.0,-15.0,1029.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,100.0
174,174,174,174,174,-18.0,-15.0,1029.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,81.0
175,175,175,175,175,-16.0,-13.0,1029.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,71.0
176,176,176,176,176,-16.0,-12.0,1029.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,66.0
177,177,177,177,177,-16.0,-12.0,1030.0,1.78,0.0,0.0,0.0,0.0,1.0,0.0,92.0
178,178,178,178,178,-17.0,-10.0,1030.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,135.0
179,179,179,179,179,-16.0,-10.0,1029.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,155.0
180,180,180,180,180,-16.0,-9.0,1028.0,3.13,0.0,0.0,0.0,0.0,1.0,0.0,198.0
181,181,181,181,181,-15.0,-8.0,1026.0,4.92,0.0,0.0,0.0,0.0,1.0,0.0,250.0
182,182,182,182,182,-16.0,-8.0,1026.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,200.0
183,183,183,183,183,-16.0,-8.0,1025.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,231.0
184,184,184,184,184,-16.0,-8.0,1025.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,250.0
185,185,185,185,185,-17.0,-8.0,1025.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,212.0
186,186,186,186,186,-17.0,-9.0,1026.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,219.0
187,187,187,187,187,-17.0,-11.0,1026.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,227.0
188,188,188,188,188,-17.0,-12.0,1026.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,226.0
189,189,189,189,189,-18.0,-14.0,1027.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,225.0
190,190,190,190,190,-16.0,-9.0,1027.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,168.0
191,191,191,191,191,-16.0,-11.0,1027.0,6.71,0.0,0.0,0.0,1.0,0.0,0.0,169.0
192,192,192,192,192,-17.0,-13.0,1027.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,165.0
193,193,193,193,193,-17.0,-13.0,1027.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,159.0
194,194,194,194,194,-17.0,-14.0,1027.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,167.0
195,195,195,195,195,-17.0,-15.0,1027.0,8.05,0.0,0.0,0.0,1.0,0.0,0.0,196.0
196,196,196,196,196,-17.0,-13.0,1027.0,9.84,0.0,0.0,0.0,1.0,0.0,0.0,169.0
197,197,197,197,197,-19.0,-16.0,1027.0,13.86,0.0,0.0,0.0,1.0,0.0,0.0,155.0
198,198,198,198,198,-18.0,-15.0,1027.0,17.88,0.0,0.0,0.0,1.0,0.0,0.0,119.0
199,199,199,199,199,-19.0,-15.0,1027.0,21.9,0.0,0.0,0.0,1.0,0.0,0.0,106.0
200,200,200,200,200,-18.0,-14.0,1028.0,25.92,0.0,0.0,0.0,1.0,0.0,0.0,93.0
201,201,201,201,201,-18.0,-9.0,1029.0,5.81,0.0,0.0,1.0,0.0,0.0,0.0,84.0
202,202,202,202,202,-17.0,-7.0,1029.0,11.62,0.0,0.0,1.0,0.0,0.0,0.0,73.0
203,203,203,203,203,-17.0,-6.0,1030.0,17.43,0.0,0.0,1.0,0.0,0.0,0.0,66.0
204,204,204,204,204,-16.0,-6.0,1029.0,23.24,0.0,0.0,1.0,0.0,0.0,0.0,40.0
205,205,205,205,205,-16.0,-5.0,1029.0,28.16,0.0,0.0,1.0,0.0,0.0,0.0,49.0
206,206,206,206,206,-15.0,-4.0,1029.0,33.08,0.0,0.0,1.0,0.0,0.0,0.0,50.0
207,207,207,207,207,-14.0,-4.0,1028.0,37.1,0.0,0.0,1.0,0.0,0.0,0.0,49.0
208,208,208,208,208,-15.0,-4.0,1029.0,38.89,0.0,0.0,1.0,0.0,0.0,0.0,41.0
209,209,209,209,209,-15.0,-4.0,1030.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,37.0
210,210,210,210,210,-15.0,-7.0,1030.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,45.0
211,211,211,211,211,-15.0,-6.0,1031.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,44.0
212,212,212,212,212,-15.0,-7.0,1032.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,54.0
213,213,213,213,213,-15.0,-6.0,1032.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,50.0
214,214,214,214,214,-15.0,-8.0,1033.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,47.0
215,215,215,215,215,-15.0,-8.0,1033.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,66.0
216,216,216,216,216,-15.0,-11.0,1033.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,75.0
217,217,217,217,217,-17.0,-13.0,1033.0,1.78,0.0,0.0,0.0,1.0,0.0,0.0,82.0
218,218,218,218,218,-17.0,-12.0,1033.0,4.91,0.0,0.0,0.0,1.0,0.0,0.0,66.0
219,219,219,219,219,-17.0,-13.0,1033.0,8.04,0.0,0.0,0.0,1.0,0.0,0.0,83.0
220,220,220,220,220,-19.0,-14.0,1032.0,9.83,0.0,0.0,0.0,1.0,0.0,0.0,62.0
221,221,221,221,221,-18.0,-13.0,1032.0,12.96,0.0,0.0,0.0,1.0,0.0,0.0,40.0
222,222,222,222,222,-19.0,-13.0,1032.0,16.09,0.0,0.0,0.0,1.0,0.0,0.0,23.0
223,223,223,223,223,-19.0,-14.0,1033.0,19.22,0.0,0.0,0.0,1.0,0.0,0.0,25.0
224,224,224,224,224,-19.0,-14.0,1034.0,22.35,0.0,0.0,0.0,1.0,0.0,0.0,27.0
225,225,225,225,225,-17.0,-12.0,1033.0,24.14,0.0,0.0,0.0,1.0,0.0,0.0,35.0
226,226,226,226,226,-16.0,-7.0,1033.0,4.02,0.0,0.0,1.0,0.0,0.0,0.0,50.0
227,227,227,227,227,-15.0,-7.0,1033.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,70.0
228,228,228,228,228,-15.0,-7.0,1032.0,6.26,0.0,0.0,0.0,1.0,0.0,0.0,75.0
229,229,229,229,229,-14.0,-6.0,1031.0,9.39,0.0,0.0,0.0,1.0,0.0,0.0,58.0
230,230,230,230,230,-14.0,-6.0,1031.0,12.52,0.0,0.0,0.0,1.0,0.0,0.0,70.0
231,231,231,231,231,-13.0,-5.0,1030.0,14.31,0.0,0.0,0.0,1.0,0.0,0.0,68.0
232,232,232,232,232,-14.0,-5.0,1031.0,16.1,0.0,0.0,0.0,1.0,0.0,0.0,71.0
233,233,233,233,233,-14.0,-6.0,1031.0,19.23,0.0,0.0,0.0,1.0,0.0,0.0,88.0
234,234,234,234,234,-13.0,-7.0,1032.0,23.25,0.0,0.0,0.0,1.0,0.0,0.0,84.0
235,235,235,235,235,-15.0,-6.0,1032.0,27.27,0.0,0.0,0.0,1.0,0.0,0.0,83.0
236,236,236,236,236,-15.0,-6.0,1033.0,30.4,0.0,0.0,0.0,1.0,0.0,0.0,66.0
237,237,237,237,237,-15.0,-4.0,1034.0,35.32,0.0,0.0,0.0,1.0,0.0,0.0,27.0
238,238,238,238,238,-16.0,-4.0,1034.0,44.26,0.0,0.0,0.0,1.0,0.0,0.0,24.0
239,239,239,239,239,-17.0,-5.0,1035.0,52.31,0.0,0.0,0.0,1.0,0.0,0.0,22.0
240,240,240,240,240,-17.0,-6.0,1035.0,60.36,0.0,0.0,0.0,1.0,0.0,0.0,23.0
