,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Caotangsi,PM_Shahepu,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,PM_US Post
55,55,55,55,55,280.0,257.0,4.0,86.99,1019.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.5
56,56,56,56,56,148.0,203.5,5.0,93.29,1019.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
57,57,57,57,57,161.0,150.0,5.0,93.29,1019.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147.5
58,58,58,58,58,106.0,82.5,5.0,87.09,1019.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
59,59,59,59,59,106.0,82.5,5.0,87.09,1019.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
60,60,60,60,60,148.0,203.5,4.0,75.84,1016.9,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
61,61,61,61,61,54.5,57.0,4.0,75.84,1015.9,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0
62,62,62,62,62,148.0,203.5,4.0,75.84,1013.9,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
63,63,63,63,63,148.0,203.5,4.0,81.2,1013.9,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
64,64,64,64,64,148.0,203.5,4.0,75.84,1013.9,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
65,65,65,65,65,148.0,203.5,4.0,75.84,1013.9,8.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
66,66,66,66,66,148.0,203.5,3.0,70.67,1014.9,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
67,67,67,67,67,54.5,57.0,4.0,81.2,1015.9,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0
68,68,68,68,68,148.0,203.5,4.0,81.2,1016.9,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
69,69,69,69,69,148.0,203.5,4.0,81.2,1018.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
70,70,70,70,70,148.0,203.5,4.0,81.2,1018.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
71,71,71,71,71,161.5,147.0,4.0,81.2,1018.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202.0
72,72,72,72,72,252.0,252.5,4.0,81.2,1018.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.5
73,73,73,73,73,175.5,158.5,4.0,86.99,1016.9,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,136.5
74,74,74,74,74,148.0,203.5,3.0,86.89,1015.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
75,75,75,75,75,148.0,203.5,2.0,93.13,1015.9,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
76,76,76,76,76,49.0,52.5,1.0,86.68,1015.9,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0
77,77,77,77,77,46.5,172.0,3.0,93.19,1015.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0
78,78,78,78,78,46.5,172.0,3.0,93.19,1015.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0
79,79,79,79,79,46.5,172.0,3.0,93.19,1015.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0
80,80,80,80,80,36.0,171.5,3.0,93.19,1016.9,4.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,160.0
81,81,81,81,81,182.5,196.5,3.0,86.89,1016.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.5
82,82,82,82,82,148.0,203.5,4.0,93.24,1018.0,5.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
83,83,83,83,83,175.5,181.0,4.0,86.99,1018.0,6.0,2.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163.5
84,84,84,84,84,14.5,29.5,4.0,86.99,1016.9,6.0,4.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
85,85,85,85,85,69.0,74.0,4.0,81.2,1015.9,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.5
86,86,86,86,86,148.0,203.5,3.0,66.05,1013.9,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
87,87,87,87,87,148.0,203.5,4.0,66.27,1012.9,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
88,88,88,88,88,148.0,203.5,4.0,66.27,1012.9,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
89,89,89,89,89,148.0,203.5,4.0,66.27,1012.9,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
90,90,90,90,90,148.0,203.5,4.0,70.88,1013.9,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
91,91,91,91,91,148.0,203.5,5.0,76.01,1013.9,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
92,92,92,92,92,148.0,203.5,4.0,70.88,1014.9,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
93,93,93,93,93,95.5,93.5,4.0,70.88,1015.9,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.5
94,94,94,94,94,148.0,203.5,4.0,75.84,1016.9,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
95,95,95,95,95,148.0,203.5,3.0,70.67,1018.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
96,96,96,96,96,197.0,227.0,2.0,70.47,1018.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.0
97,97,97,97,97,148.0,203.5,2.0,70.47,1018.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
98,98,98,98,98,148.0,203.5,2.0,70.47,1016.9,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
99,99,99,99,99,139.5,157.0,2.0,75.49,1018.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143.0
100,100,100,100,100,128.5,183.0,3.0,81.06,1016.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0
101,101,101,101,101,128.5,183.0,3.0,81.06,1016.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0
102,102,102,102,102,128.5,183.0,3.0,81.06,1016.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0
103,103,103,103,103,139.5,157.0,2.0,75.49,1018.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143.0
104,104,104,104,104,24.0,22.5,3.0,81.06,1019.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.5
105,105,105,105,105,111.0,126.0,3.0,75.67,1019.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.5
106,106,106,106,106,188.0,214.0,3.0,75.67,1020.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0
107,107,107,107,107,69.0,123.5,3.0,70.67,1020.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0
108,108,108,108,108,212.5,194.5,3.0,70.67,1020.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163.5
109,109,109,109,109,146.5,138.5,2.0,61.51,1019.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135.5
110,110,110,110,110,46.5,50.5,3.0,61.76,1018.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0
111,111,111,111,111,148.0,203.5,2.0,53.81,1016.9,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
112,112,112,112,112,49.0,52.5,2.0,53.81,1018.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0
113,113,113,113,113,62.5,56.0,2.0,53.81,1018.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0
114,114,114,114,114,49.5,40.0,3.0,61.76,1019.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.5
115,115,115,115,115,14.5,29.5,3.0,61.76,1020.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0
116,116,116,116,116,197.5,200.0,4.0,75.84,1021.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161.0
117,117,117,117,117,148.0,203.5,5.0,81.34,1021.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
118,118,118,118,118,55.5,65.5,5.0,81.34,1021.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.5
119,119,119,119,119,110.0,109.0,5.0,87.09,1022.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0
120,120,120,120,120,148.5,145.5,4.0,86.99,1022.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0
121,121,121,121,121,110.0,109.0,5.0,87.09,1022.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0
122,122,122,122,122,185.0,142.5,5.0,87.09,1022.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0
123,123,123,123,123,212.5,223.0,5.0,87.09,1022.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.5
124,124,124,124,124,212.5,223.0,5.0,87.09,1022.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.5
125,125,125,125,125,142.5,151.5,5.0,87.09,1021.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0
126,126,126,126,126,142.5,151.5,5.0,87.09,1021.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0
127,127,127,127,127,212.5,223.0,5.0,87.09,1022.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.5
128,128,128,128,128,212.5,163.5,5.0,87.09,1022.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.5
129,129,129,129,129,281.0,119.0,5.0,87.09,1023.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.5
130,130,130,130,130,252.5,176.0,5.0,87.09,1024.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.5
131,131,131,131,131,116.5,140.5,4.0,75.84,1024.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5
132,132,132,132,132,67.0,63.0,5.0,81.34,1023.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0
133,133,133,133,133,142.5,145.5,4.0,75.84,1022.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0
134,134,134,134,134,143.5,137.0,4.0,75.84,1021.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0
135,135,135,135,135,148.0,203.5,4.0,75.84,1020.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
136,136,136,136,136,197.5,200.0,4.0,75.84,1020.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161.0
137,137,137,137,137,130.0,104.5,5.0,81.34,1021.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0
138,138,138,138,138,55.5,65.5,5.0,81.34,1021.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.5
139,139,139,139,139,148.0,203.5,5.0,87.09,1022.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
140,140,140,140,140,148.0,203.5,5.0,87.09,1022.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
141,141,141,141,141,148.0,203.5,5.0,87.09,1023.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
142,142,142,142,142,36.0,32.0,5.0,87.09,1024.0,7.0,8.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,35.0
143,143,143,143,143,148.0,203.5,5.0,87.09,1024.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
144,144,144,144,144,170.0,165.5,5.0,87.09,1024.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
145,145,145,145,145,159.5,139.5,5.0,87.09,1024.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0
146,146,146,146,146,148.0,203.5,5.0,87.09,1024.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
147,147,147,147,147,170.0,165.5,5.0,87.09,1024.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
148,148,148,148,148,154.5,154.5,5.0,87.09,1024.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.5
149,149,149,149,149,156.0,156.5,5.0,87.09,1024.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0
150,150,150,150,150,170.0,165.5,5.0,87.09,1024.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
151,151,151,151,151,159.5,139.5,5.0,87.09,1024.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0
152,152,152,152,152,139.5,143.5,5.0,87.09,1025.1,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.5
153,153,153,153,153,141.0,169.0,5.0,87.09,1026.1,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
154,154,154,154,154,209.5,218.5,6.0,93.35,1027.1,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.5
155,155,155,155,155,152.5,227.5,6.0,87.19,1027.1,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223.0
156,156,156,156,156,84.0,53.5,6.0,87.19,1026.1,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.5
157,157,157,157,157,148.0,203.5,5.0,76.01,1025.1,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
158,158,158,158,158,201.0,231.5,6.0,76.18,1024.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,218.0
159,159,159,159,159,148.0,203.5,5.0,71.07,1023.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
160,160,160,160,160,148.0,203.5,5.0,71.07,1023.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
161,161,161,161,161,148.0,203.5,5.0,71.07,1024.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
162,162,162,162,162,148.0,203.5,5.0,76.01,1024.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
163,163,163,163,163,148.0,203.5,5.0,87.09,1025.1,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
164,164,164,164,164,148.0,144.5,5.0,87.09,1025.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.5
165,165,165,165,165,153.5,133.5,5.0,87.09,1025.1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.5
166,166,166,166,166,181.0,185.0,4.0,86.99,1025.1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,213.0
167,167,167,167,167,171.0,131.0,4.0,93.24,1025.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206.0
168,168,168,168,168,134.5,160.5,3.0,86.89,1025.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0
169,169,169,169,169,260.0,286.5,3.0,93.19,1024.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,304.0
170,170,170,170,170,191.0,205.5,3.0,93.19,1023.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,213.5
171,171,171,171,171,148.0,203.5,4.0,93.24,1023.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
172,172,172,172,172,271.0,181.5,4.0,93.24,1022.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0
173,173,173,173,173,154.5,100.0,4.0,86.99,1021.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0
174,174,174,174,174,141.5,154.5,4.0,86.99,1021.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0
175,175,175,175,175,255.5,247.0,4.0,93.24,1021.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.5
176,176,176,176,176,200.5,192.0,4.0,93.24,1021.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.5
177,177,177,177,177,94.5,91.5,5.0,93.29,1021.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.5
178,178,178,178,178,106.5,92.5,5.0,93.29,1021.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0
179,179,179,179,179,148.0,203.5,5.0,87.09,1021.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
180,180,180,180,180,148.0,203.5,5.0,87.09,1020.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
181,181,181,181,181,24.0,22.5,6.0,93.35,1018.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.5
182,182,182,182,182,90.0,118.5,5.0,87.09,1015.9,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0
183,183,183,183,183,144.5,152.0,5.0,81.34,1014.9,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0
184,184,184,184,184,148.0,203.5,5.0,81.34,1013.9,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
185,185,185,185,185,148.0,203.5,4.0,75.84,1013.9,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
186,186,186,186,186,148.0,203.5,4.0,75.84,1013.9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
187,187,187,187,187,148.0,203.5,4.0,75.84,1014.9,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
188,188,188,188,188,148.0,203.5,5.0,81.34,1014.9,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
189,189,189,189,189,54.5,57.0,4.0,75.84,1015.9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0
190,190,190,190,190,138.0,161.0,5.0,87.09,1015.9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.0
191,191,191,191,191,104.5,119.5,5.0,87.09,1016.9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0
192,192,192,192,192,104.5,119.5,5.0,87.09,1016.9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0
