,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,class
10,10,10,10,10,0.95584,0.032081,0.0,0.0,7.3412e-05,0.0,0,0,0.0,9.1765e-05,0.00012847,0,0.0,0.0056894,5.5059e-05,0.0,0.0,0.00016518,0.0,0.0,0,0.0,1.8353e-05,0.00012847,0.0,1.8353e-05,0.0057078,0
11,11,11,11,11,0.99851,8.047e-05,0.0,0.0,0.00012071,0.0,0,0,0.0,0.0,4.0235e-05,0,4.0235e-05,0.0012071,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
12,12,12,12,12,0.99324,3.4487e-05,0.0,0.0002759,5.7479e-05,0.0,0,0,0.0,0.00082769,3.4487e-05,0,0.00073573,0.003874,0.0,0.0,1.1496e-05,2.2991e-05,0.0,0.0,0,0.0,0.0,1.1496e-05,0.0,0.00012645,0.00074722,2
13,13,13,13,13,0.99601,0.00091347,0.0,0.00018685,0.00020761,0.0,0,0,0.0,0.00012456,0.0,0,0.00031141,0.0022006,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.1521e-05,0.0,0.0,0.0,0.0,3
14,14,14,14,14,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
15,15,15,15,15,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
16,16,16,16,16,0.98959,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00080052,0.0,0,0.00014555,0.0061131,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00014555,0.0,0.0,0.0002911,0.002911,6
17,17,17,17,17,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
18,18,18,18,18,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
19,19,19,19,19,0.67192,0.0013257,0.0,0.028075,0.0042112,0.0,0,0,0.0,0.046869,0.0028854,0,0.038369,0.17313,0.0,0.0,0.00077985,0.00070186,0.0,0.0,0,0.0,0.0021836,0.0,0.0,0.0017936,0.027763,9
20,20,20,20,20,0.98921,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00078918,0.0,0,0.0010278,0.0030466,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00084424,0.0,0.0,0.0026979,0.0023859,0
21,21,21,21,21,0.99952,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0235e-05,0.0,0,0.00012071,0.00032188,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,22,22,22,22,0.99611,4.5983e-05,0.0,1.1496e-05,1.1496e-05,0.0,0,0,0.0,0.00059778,1.1496e-05,0,0.00041384,0.0020002,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00016094,0.0,0.0,0.00041384,0.00021842,2
23,23,23,23,23,0.99809,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00024913,0.0,0,0.00029065,0.00074738,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00012456,0.0,0.0,0.00029065,0.00020761,3
24,24,24,24,24,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
25,25,25,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
26,26,26,26,26,0.99119,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00072775,0.0,0,0.0005822,0.0037843,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00050942,0.0,0.0,0.00065497,0.0025471,6
27,27,27,27,27,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
28,28,28,28,28,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
29,29,29,29,29,0.91539,0.0056149,0.0,0.00077985,0.0034313,0.0,0,0,0.0,0.010372,0.00031194,0,0.0042892,0.025423,0.0,0.0,0.00015597,0.0,0.0,0.0,0,0.0,0.0022616,7.7985e-05,0.0,0.0029634,0.028932,9
30,30,30,30,30,0.9897,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00044047,0.0,0,0.00078918,0.0041111,0.0,0.0,1.8353e-05,0.0,0.0,0.0,0,0.0,0.00045882,0.0,0.0,0.0016885,0.0027897,0
31,31,31,31,31,0.99944,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.047e-05,0.0,0,4.0235e-05,0.00044259,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,32,32,32,32,0.99586,4.5983e-05,0.0,0.0,1.1496e-05,0.0,0,0,0.0,0.00073573,1.1496e-05,0,0.00057478,0.0019198,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00019543,0.0,0.0,0.00044833,0.00019543,2
33,33,33,33,33,0.99799,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00037369,0.0,0,0.00029065,0.00074738,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00031141,0.0,0.0,0.00029065,0.0,3
34,34,34,34,34,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
35,35,35,35,35,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
36,36,36,36,36,0.99112,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00065497,0.0,0,0.0010916,0.0034932,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00036387,0.0,0.0,0.00080052,0.0024744,6
37,37,37,37,37,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
38,38,38,38,38,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
39,39,39,39,39,0.9001,0.00015597,0.0,0.0043672,7.7985e-05,0.0,0,0,0.0,0.03135,0.00015597,0,0.0085004,0.019964,0.0,0.0,0.00015597,0.0,0.0,0.0,0,0.0,0.0033534,7.7985e-05,0.0,0.005069,0.026671,9
40,40,40,40,40,0.98851,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0014682,0.0,0,0.00095436,0.0027346,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00091765,0.0,0.0,0.0026979,0.0027162,0
41,41,41,41,41,0.99899,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00052306,0.0,0,0.00012071,0.00036211,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,42,42,42,42,0.99506,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0014025,0.0,0,0.0010346,0.001299,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00042534,0.0,0.0,0.00062077,0.00016094,2
43,43,43,43,43,0.99786,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0005813,0.0,0,0.00039445,0.00051902,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00035293,0.0,0.0,0.00029065,0.0,3
44,44,44,44,44,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
45,45,45,45,45,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
46,46,46,46,46,0.99119,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00065497,0.0,0,0.0016738,0.0026927,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00036387,0.0,0.0,0.0013827,0.0020377,6
47,47,47,47,47,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
48,48,48,48,48,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
49,49,49,49,49,0.89184,0.0013257,0.0,0.00077985,0.00015597,0.0,0,0,0.0,0.036809,0.00031194,0,0.01201,0.020276,0.0,0.0,7.7985e-05,0.0,0.0,0.0,0,0.0,0.0040552,0.0,0.0,0.0079545,0.024409,9
50,50,50,50,50,0.98756,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0019638,0.0,0,0.0017068,0.0017986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0010094,0.0,0.0,0.0032668,0.0026979,0
51,51,51,51,51,0.99819,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0012071,0.0,0,0.00032188,0.00016094,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00012071,0.0,0.0,0.0,0.0,1
52,52,52,52,52,0.99247,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.003897,0.0,0,0.0011381,0.0010461,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00051731,0.0,0.0,0.00083919,9.1966e-05,2
53,53,53,53,53,0.99784,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00049826,0.0,0,0.00060206,0.00033217,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00033217,0.0,0.0,0.00039445,0.0,3
54,54,54,54,54,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
55,55,55,55,55,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
56,56,56,56,56,0.99069,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0013827,0.0,0,0.0010916,0.0034204,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0005822,0.0,0.0,0.0010188,0.0018194,6
57,57,57,57,57,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
58,58,58,58,58,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
59,59,59,59,59,0.88528,0.0013257,0.0,0.00077985,0.00015597,0.0,0,0,0.0,0.042736,0.00093582,0,0.012244,0.019964,0.0,0.0,7.7985e-05,0.0,0.0,0.0,0,0.00015597,0.0038213,0.0,0.0,0.0090463,0.023473,9
60,60,60,60,60,0.98726,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0020922,0.0,0,0.0017619,0.0015417,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.0012113,0.0,0.0,0.0037624,0.0023308,0
61,61,61,61,61,0.99666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0026957,0.0,0,0.00044259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0235e-05,0.00016094,0.0,0.0,0.0,0.0,1
62,62,62,62,62,0.9919,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0044603,0.0,0,0.0014485,0.00049432,0.0,0.0,0.0,0.0,0.0,0.0,0,8.047e-05,0.00065525,0.0,0.0,0.00086218,0.00010346,2
63,63,63,63,63,0.99757,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00080967,0.0,0,0.00066434,0.00012456,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0005813,0.0,0.0,0.00024913,0.0,3
64,64,64,64,64,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
65,65,65,65,65,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
66,66,66,66,66,0.99287,0.00065497,0.0,0.0,0.0012372,0.0,0,0,0.0,0.00014555,0.0,0,7.2775e-05,0.0039299,7.2775e-05,0.0,7.2775e-05,0.00050942,0.0,0.0,0,0.0,0.0,0.0,0.0,7.2775e-05,0.00036387,6
67,67,67,67,67,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
68,68,68,68,68,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
69,69,69,69,69,0.85105,0.0,0.0,0.00015597,0.0,0.0,0,0,0.0,0.077673,7.7985e-05,0,0.019886,0.014037,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00023395,0.0038213,0.0,0.00015597,0.018482,0.014427,9
70,70,70,70,70,0.98728,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0020922,0.0,0,0.0017619,0.0013398,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.0012664,0.0,0.0,0.0031934,0.0030283,0
71,71,71,71,71,0.9959,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0033797,0.0,0,0.00044259,4.0235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00012071,0.00012071,0.0,0.0,0.0,0.0,1
72,72,72,72,72,0.99069,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0054834,0.0,0,0.0015864,0.0002759,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,0.00062077,0.0,0.0,0.0010576,0.00012645,2
73,73,73,73,73,0.99736,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00091347,0.0,0,0.00087195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00053978,4.1521e-05,0.0,4.1521e-05,0.00022837,0.0,3
74,74,74,74,74,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
75,75,75,75,75,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
76,76,76,76,76,0.99272,0.0011644,0.0,0.0,0.0014555,0.0,0,0,0.0,7.2775e-05,0.0,0,0.0,0.0044393,0.00014555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
77,77,77,77,77,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
78,78,78,78,78,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
79,79,79,79,79,0.82602,0.00054589,0.0,0.0,0.0,0.0,0,0,0.0,0.085783,0.00062388,0,0.035951,0.018482,0.00054589,0.0,0.0,0.0,0.0,0.0,0,7.7985e-05,0.0026515,0.00038992,0.0,0.012322,0.016611,9
80,80,80,80,80,0.98708,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0020372,0.0,0,0.0017986,0.0011929,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.0012847,0.0,0.0,0.0032301,0.0033402,0
81,81,81,81,81,0.99525,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0038223,0.0,0,0.00060353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,8.047e-05,0.0,0.0,8.047e-05,0.0,1
82,82,82,82,82,0.99013,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0059203,0.0,0,0.0016784,0.00016094,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00032188,0.00040235,0.0,0.0,0.001276,0.00011496,2
83,83,83,83,83,0.99668,8.3043e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.0014325,0.0,0,0.00097575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00053978,0.0,0.0,0.00029065,0.0,0.0,3
84,84,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,85,85,85,85,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
86,86,86,86,86,0.9917,0.0025471,0.0,0.0,0.0010916,0.0,0,0,0.0,7.2775e-05,7.2775e-05,0,0.0,0.0034932,0.0010188,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
87,87,87,87,87,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
88,88,88,88,88,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
89,89,89,89,89,0.80738,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10216,0.00015597,0,0.037589,0.01934,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0049131,0.0,0.0,0.0070186,0.021446,9
90,90,90,90,90,0.9871,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0020188,0.0,0,0.0017435,0.001248,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8353e-05,0.0013214,0.0,0.0,0.0031567,0.0033953,0
91,91,91,91,91,0.99541,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0036212,0.0,0,0.00064376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,8.047e-05,0.0,0.0,8.047e-05,0.0,1
92,92,92,92,92,0.99069,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0051846,0.0,0,0.0017129,0.00034487,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00014944,0.0005403,0.0,0.0,0.0010461,0.00033338,2
93,93,93,93,93,0.99653,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0014325,0.0001038,0,0.0010173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00053978,0.0,0.0,0.00037369,0.0,0.0,3
94,94,94,94,94,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
95,95,95,95,95,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
96,96,96,96,96,0.99112,0.0008733,0.0,7.2775e-05,0.00036387,0.0,0,0,0.0,0.00050942,7.2775e-05,0,0.0,0.0049487,0.00043665,0.0,0.0,0.00065497,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00094607,6
97,97,97,97,97,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
98,98,98,98,98,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
99,99,99,99,99,0.79201,0.00015597,0.0,0.0,0.0,0.0,0,0,0.0,0.11292,0.00015597,0,0.037901,0.024175,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0035873,0.0,0.0,0.0061608,0.022928,9
100,100,100,100,100,0.98629,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0025511,0.0,0,0.0014499,0.001872,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0010828,0.0,0.0,0.0018904,0.0048636,0
101,101,101,101,101,0.99449,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0043856,0.0,0,0.00072423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.047e-05,0.00024141,0.0,0.0,8.047e-05,0.0,1
102,102,102,102,102,0.9915,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0043109,0.0,0,0.0015289,0.00055179,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00010346,0.00050581,0.0,0.0,0.00097714,0.00051731,2
103,103,103,103,103,0.99651,0.0001038,0.0,0.0,0.0,0.0,0,0,0.0,0.0010588,0.00031141,0,0.00093423,0.00014532,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00018685,0.00024913,0.0,2.0761e-05,0.00047749,0.0,3
104,104,104,104,104,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
105,105,105,105,105,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
106,106,106,106,106,0.9885,0.0002911,0.0,0.0,0.00014555,0.0,0,0,0.0,0.002256,0.0,0,0.00131,0.0040754,0.0,0.0,0.0,0.0002911,0.0,0.0,0,0.0,0.00014555,0.0,0.0,0.0005822,0.0024016,6
107,107,107,107,107,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
108,108,108,108,108,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
109,109,109,109,109,0.7864,0.0,0.0,0.0,0.00023395,0.0,0,0,0.0,0.10637,0.00046791,0,0.042502,0.030024,0.00015597,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0024955,0.00038992,0.0,0.0036653,0.027295,9
110,110,110,110,110,0.9791,0.0062951,0.0,0.0,0.0,0.0,0,0,0.0,0.002496,0.0,0,0.0015233,0.0024777,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00064236,0.0,0.0,0.0010828,0.0063868,0
111,111,111,111,111,0.99219,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0062364,0.0,0,0.0011266,4.0235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00028165,0.0,0.0,0.00012071,0.0,1
