,size,#columns,ave_rows_with_missing_values_ratio_per_window,max_rows_with_missing_values_ratio_per_window,total_rows_with_missing_values_ratio,overall missing value ratio,overall average null columns ratio,average null columns ratio among all windows,max average #null columns ratio among all windows,average missing value ratio among all windows,max missing value ration among all windows,IForest_ave_anomaly_ratio,IForest_max_anomaly_ratio,ECOD_ave_anomaly_ratio,ECOD_max_anomaly_ratio,mean_ave_anomaly_ratio,max_ave_anomaly_ratio,ECOD_overall_anomaly_ratio,IForest_overall_anomaly_ratio,ave_overall_anomaly_ratio,hdddm_drift_percentage,kdq_drift_percentage,ave_drift_percentage,hdddm_warning_percentage,kdq_warning_percentage,ave_warning_percentage,ks_ave_drift_percentage,ks_max_drift_percentage,hdddm_ave_drift_percentage,hdddm_max_drift_percentage,kdq_ave_drift_percentage,kdq_max_drift_percentage,cbdb_ave_drift_percentage,cbdb_max_drift_percentage,pca_ave_drift_percentage,pca_max_drift_percentage,ave_drift_percentage,max_drift_percentage,ks_ave_warning_percentage,ks_max_warning_percentage,hdddm_ave_warning_percentage,hdddm_max_warning_percentage,kdq_ave_warning_percentage,kdq_max_warning_percentage,cbdb_ave_warning_percentage,cbdb_max_warning_percentage,pca_ave_warning_percentage,pca_max_warning_percentage,ave_warning_percentage,max_warning_percentage
dataset_experiment_info/beijing_multisite/wanshouxingong,35064,18,0.06530671296296296,0.4166666666666667,0.06548026465890942,0.008153344994549649,0.008153344994549649,0.007987718621399176,0.03973765432098766,0.007987718621399176,0.03973765432098766,0.016724537037037038,0.1125,0.0,0.0,0.00824468085106383,0.05625,0.0,0.01648414328085786,0.00824207164042893,0.1702127659574468,1.0,0.28073286052009455,0.0,0.0,0.003940110323089046,0.36879432624113473,1.0,0.3207249802994484,0.6170212765957447,0.11583924349881797,0.9361702127659575,0.31757289204097716,0.5957446808510638,0.0,0.0,0.28073286052009455,1.0,0.015760441292356184,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003940110323089046,0.10638297872340426
dataset_experiment_info/beijing_multisite/gucheng,35064,18,0.07297453703703703,0.5458333333333333,0.07300935432352271,0.007491063959236444,0.007491063959236443,0.00738329475308642,0.033179012345679014,0.00738329475308642,0.033179012345679014,0.014728009259259258,0.12361111111111112,0.0,0.0,0.007299054373522459,0.06180555555555556,0.0,0.014516313027606663,0.0072581565138033315,0.3404255319148936,1.0,0.26654846335697396,0.0,0.0,0.005516154452324665,0.37115839243498816,1.0,0.2907801418439716,0.5957446808510638,0.1276595744680851,1.0,0.2765957446808511,0.5531914893617021,0.0,0.0,0.26654846335697396,1.0,0.02206461780929866,0.19148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005516154452324665,0.19148936170212766
dataset_experiment_info/beijing_multisite/huairou,35064,18,0.09635416666666667,0.3763888888888889,0.09571070043349304,0.011859266864400335,0.011859266864400335,0.011889146090534979,0.10223765432098765,0.011889146090534979,0.10223765432098765,0.013078703703703703,0.10138888888888889,0.0,0.0,0.006309101654846335,0.050694444444444445,0.0,0.012890714122746977,0.006445357061373488,0.3617021276595745,1.0,0.2637903861308116,0.0,0.0,0.0017730496453900709,0.35145784081954295,1.0,0.29393223010244285,0.6170212765957447,0.11426319936958235,0.9574468085106383,0.29550827423167847,0.5957446808510638,0.0,0.0,0.2637903861308116,1.0,0.0070921985815602835,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017730496453900709,0.06382978723404255
dataset_experiment_info/beijing_multisite/nongzhanguan,35064,18,0.05558449074074074,0.35555555555555557,0.05561259411362081,0.006480213957968921,0.006480213957968921,0.00636574074074074,0.02862654320987654,0.00636574074074074,0.028626543209876544,0.01614583333333333,0.09583333333333334,0.0,0.0,0.008008274231678486,0.04791666666666667,0.0,0.01591375770020534,0.00795687885010267,0.3617021276595745,1.0,0.2702915681639086,0.0,0.0,0.00591016548463357,0.35776201733648544,1.0,0.30575256107171,0.6382978723404256,0.12056737588652483,0.9574468085106383,0.2970843183609141,0.5957446808510638,0.0,0.0,0.2702915681639086,1.0,0.02364066193853428,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591016548463357,0.23404255319148937
dataset_experiment_info/beijing_multisite/changping,35064,18,0.06846064814814815,0.48333333333333334,0.06796144193474789,0.008185033082363678,0.008185033082363678,0.008174189814814815,0.050617283950617285,0.008174189814814815,0.050617283950617285,0.012297453703703705,0.09722222222222222,0.0,0.0,0.005998817966903073,0.04861111111111111,0.0,0.0121492128678987,0.00607460643394935,0.3617021276595745,1.0,0.28565799842395584,0.0,0.0,0.003743104806934594,0.4160756501182033,1.0,0.30969267139479906,0.5319148936170213,0.119779353821907,0.9787234042553191,0.2970843183609141,0.5531914893617021,0.0,0.0,0.28565799842395584,1.0,0.014972419227738376,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003743104806934594,0.06382978723404255
dataset_experiment_info/beijing_multisite/dingling,35064,18,0.1083912037037037,0.8861111111111111,0.10717545060460872,0.011114596800770654,0.011114596800770656,0.011209169238683127,0.06851851851851852,0.011209169238683129,0.06851851851851852,0.013454861111111112,0.08888888888888889,0.0,0.0,0.006604609929078014,0.044444444444444446,0.0,0.013261464750171115,0.0066307323750855575,0.3617021276595745,1.0,0.2860520094562648,0.0,0.0,0.0033490937746256896,0.42001576044129235,1.0,0.31048069345941687,0.6595744680851063,0.10717100078802207,0.9787234042553191,0.3065405831363278,0.5531914893617021,0.0,0.0,0.2860520094562648,1.0,0.013396375098502758,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033490937746256896,0.06382978723404255
dataset_experiment_info/beijing_multisite/aotizhongxin,35064,18,0.0933449074074074,0.3888888888888889,0.09265913757700206,0.011520204324790225,0.011520204324790225,0.011532278806584362,0.11967592592592594,0.011532278806584362,0.11967592592592592,0.012413194444444444,0.075,0.0,0.0,0.006102245862884161,0.0375,0.0,0.012234770704996577,0.006117385352498289,0.3404255319148936,1.0,0.280929866036249,0.0,0.0,0.007486209613869188,0.4105594956658786,1.0,0.2970843183609141,0.5957446808510638,0.12371946414499606,0.9574468085106383,0.2923561859732072,0.5319148936170213,0.0,0.0,0.280929866036249,1.0,0.02994483845547675,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007486209613869188,0.14893617021276595
dataset_experiment_info/beijing_multisite/dongsi,35064,18,0.13599537037037038,1.0,0.13478211270819074,0.012041473369331,0.012041473369331,0.012041859567901235,0.06388888888888888,0.012041859567901235,0.06388888888888888,0.015827546296296298,0.15555555555555556,0.0,0.0,0.007742316784869976,0.07777777777777778,0.0,0.01562856490987908,0.00781428245493954,0.40425531914893614,1.0,0.2700945626477541,0.0,0.0,0.006895193065405831,0.355397951142632,1.0,0.2978723404255319,0.5319148936170213,0.11741528762805359,0.9574468085106383,0.30969267139479906,0.6170212765957447,0.0,0.0,0.2700945626477541,1.0,0.027580772261623324,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006895193065405831,0.23404255319148937
dataset_experiment_info/beijing_multisite/shunyi,35064,18,0.14010416666666667,0.7083333333333334,0.1388888888888889,0.013503878621948438,0.013503878621948438,0.013549704218106995,0.0669753086419753,0.013549704218106995,0.0669753086419753,0.013194444444444444,0.10277777777777777,0.0,0.0,0.00658983451536643,0.05138888888888889,0.0,0.013004791238877482,0.006502395619438741,0.2765957446808511,1.0,0.2730496453900709,0.0,0.0,0.004925137903861308,0.36327817178881006,1.0,0.31520882584712373,0.6170212765957447,0.10717100078802207,0.9787234042553191,0.3065405831363278,0.574468085106383,0.0,0.0,0.2730496453900709,1.0,0.019700551615445233,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004925137903861308,0.0851063829787234
dataset_experiment_info/beijing_multisite/guanyuan,35064,18,0.08003472222222222,0.7069444444444445,0.07988250057038558,0.008364070778512941,0.008364070778512943,0.008201517489711934,0.05763888888888889,0.008201517489711934,0.05763888888888889,0.014930555555555556,0.10833333333333334,0.0,0.0,0.007239952718676123,0.05416666666666667,0.0,0.014715947980835045,0.007357973990417523,0.3617021276595745,1.0,0.2781717888100867,0.0,0.0,0.0065011820330969266,0.4152876280535855,1.0,0.2962962962962963,0.5531914893617021,0.10559495665878645,0.9574468085106383,0.29550827423167847,0.574468085106383,0.0,0.0,0.2781717888100867,1.0,0.026004728132387706,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065011820330969266,0.14893617021276595
dataset_experiment_info/beijing_multisite/tiantan,35064,18,0.06336805555555555,0.3875,0.06334131873146247,0.008360901969731539,0.008360901969731539,0.00828028549382716,0.0566358024691358,0.008280285493827162,0.056635802469135806,0.015538194444444445,0.1527777777777778,0.0,0.0,0.007579787234042553,0.0763888888888889,0.0,0.015314852840520192,0.007657426420260096,0.2553191489361702,1.0,0.26536643026004725,0.0,0.0,0.0065011820330969266,0.3538219070133964,1.0,0.2986603624901497,0.5531914893617021,0.1103230890464933,0.9574468085106383,0.2986603624901497,0.6170212765957447,0.0,0.0,0.26536643026004725,1.0,0.026004728132387706,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065011820330969266,0.23404255319148937
dataset_experiment_info/weather_indian_cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/bangalore,11894,5,0.48861301369863014,0.536986301369863,0.48856566335967716,0.1127963679165966,0.1127963679165966,0.11272260273972602,0.12657534246575342,0.11272260273972602,0.12657534246575342,0.019434931506849315,0.04657534246575343,0.014041095890410958,0.021917808219178082,0.01652673442333186,0.03424657534246575,0.014040692786278796,0.01933748108289894,0.016689086934588867,0.0,0.0,0.15591397849462366,0.0,0.0,0.005376344086021505,0.07526881720430108,0.12903225806451613,0.16129032258064516,0.22580645161290322,0.0,0.0,0.3870967741935484,1.0,0.0,0.0,0.15591397849462366,0.3870967741935484,0.02150537634408602,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021505,0.06451612903225806
dataset_experiment_info/weather_indian_cities/lucknow,11894,5,0.7326198630136986,0.7780821917808219,0.7325542290230368,0.19098705229527493,0.19098705229527493,0.19095890410958904,0.20547945205479454,0.19095890410958904,0.2054794520547945,0.02208904109589041,0.03287671232876712,0.012414383561643835,0.0273972602739726,0.0172779496243924,0.026027397260273973,0.012443248696821927,0.022196065242979655,0.01731965696990079,0.0,0.03225806451612903,0.21236559139784947,0.0,0.0,0.01075268817204301,0.08602150537634408,0.1935483870967742,0.41935483870967744,1.0,0.01075268817204301,0.03225806451612903,0.33333333333333337,0.7096774193548387,0.0,0.0,0.21236559139784947,0.41935483870967744,0.04301075268817204,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01075268817204301,0.0967741935483871
dataset_experiment_info/weather_indian_cities/mumbai,11894,5,0.6105308219178083,0.6465753424657534,0.6113166302337313,0.1522280141247688,0.15222801412476877,0.15210616438356164,0.16273972602739725,0.15210616438356164,0.16273972602739725,0.018236301369863015,0.0273972602739726,0.014212328767123287,0.0273972602739726,0.016084843128590365,0.024657534246575342,0.014545148814528334,0.01866487304523289,0.016605010929880613,0.03225806451612903,0.0,0.07795698924731183,0.0,0.0,0.013440860215053764,0.0,0.0,0.16129032258064516,0.3225806451612903,0.0,0.0,0.15053763440860216,0.22580645161290322,0.0,0.0,0.07795698924731183,0.16129032258064516,0.053763440860215055,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013440860215053764,0.12903225806451613
dataset_experiment_info/weather_indian_cities/Rajasthan,11894,5,0.48861301369863014,0.536986301369863,0.48856566335967716,0.1127963679165966,0.1127963679165966,0.11272260273972602,0.12657534246575342,0.11272260273972602,0.12657534246575342,0.019434931506849315,0.04657534246575343,0.014041095890410958,0.021917808219178082,0.01652673442333186,0.03424657534246575,0.014040692786278796,0.01933748108289894,0.016689086934588867,0.0,0.0,0.15591397849462366,0.0,0.0,0.005376344086021505,0.07526881720430108,0.12903225806451613,0.16129032258064516,0.22580645161290322,0.0,0.0,0.3870967741935484,1.0,0.0,0.0,0.15591397849462366,0.3870967741935484,0.02150537634408602,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021505,0.06451612903225806
dataset_experiment_info/weather_indian_cities/Bhubhneshwar,11894,5,0.6105308219178083,0.6465753424657534,0.6113166302337313,0.1522280141247688,0.15222801412476877,0.15210616438356164,0.16273972602739725,0.15210616438356164,0.16273972602739725,0.018236301369863015,0.0273972602739726,0.014212328767123287,0.0273972602739726,0.016084843128590365,0.024657534246575342,0.014545148814528334,0.01866487304523289,0.016605010929880613,0.03225806451612903,0.0,0.07795698924731183,0.0,0.0,0.013440860215053764,0.0,0.0,0.16129032258064516,0.3225806451612903,0.0,0.0,0.15053763440860216,0.22580645161290322,0.0,0.0,0.07795698924731183,0.16129032258064516,0.053763440860215055,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013440860215053764,0.12903225806451613
dataset_experiment_info/weather_indian_cities/delhi,11894,5,0.6033390410958904,0.6547945205479452,0.6026568017487809,0.13961661341853035,0.13961661341853035,0.13993150684931507,0.15178082191780823,0.13993150684931507,0.15178082191780823,0.02089041095890411,0.03561643835616438,0.011986301369863013,0.021917808219178082,0.016349977905435263,0.026027397260273973,0.012275096687405415,0.02110307718177232,0.016689086934588867,0.0,0.03225806451612903,0.21505376344086022,0.0,0.0,0.02150537634408602,0.13978494623655913,0.25806451612903225,0.3763440860215054,0.7419354838709677,0.0,0.0,0.34408602150537637,0.4838709677419355,0.0,0.0,0.21505376344086022,0.3763440860215054,0.08602150537634408,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02150537634408602,0.16129032258064516
dataset_experiment_info/weather_indian_cities/chennai,11894,5,0.5874143835616439,0.6273972602739726,0.5875231209012948,0.15160585168992768,0.15160585168992768,0.15154109589041095,0.1643835616438356,0.15154109589041095,0.1643835616438356,0.01900684931506849,0.03287671232876712,0.01566780821917808,0.024657534246575342,0.01723376049491825,0.028767123287671233,0.01580628888515218,0.01933748108289894,0.01757188498402556,0.06451612903225806,0.0,0.10483870967741934,0.0,0.0,0.005376344086021505,0.0,0.0,0.22580645161290322,0.3548387096774194,0.0,0.0,0.1935483870967742,0.45161290322580644,0.0,0.0,0.10483870967741934,0.22580645161290322,0.02150537634408602,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021505,0.03225806451612903
dataset_experiment_info/insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/abrupt_imbalanced,355275,34,0.0,0.0,0.0,0.0,0.0,,,,,0.018578265765765767,0.1,0.01416385135135135,0.13,0.01637144466347508,0.085,0.01416086130462318,0.018579973260150588,0.016370417282386883,0.08814418473669389,0.0,0.18763387180734406,0.0,0.0,0.023493168804348753,0.38762448478021555,0.8082230357645733,0.1804271950709574,0.2196564348070966,0.0,0.0,0.18248380737820333,0.20388622923120248,0.00014076576576576576,0.00028153153153153153,0.18763387180734406,0.8082230357645733,0.09397267521739501,0.1638974936637567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023493168804348753,0.1638974936637567
dataset_experiment_info/insects/out-of-control,905145,34,0.0,0.0,0.0,0.0,0.0,,,,,0.01414760799911612,0.08,0.011507015799359187,0.07,0.01282707182320442,0.065,0.011506443718962155,0.014146904639588133,0.012826674179275143,0.09425414364640884,0.0,0.10184915452871254,0.0,0.0,0.011515151515151515,0.04012054244098443,0.3118232044198895,0.18267872091076512,0.21027624309392265,0.0,0.0,0.18459735476310063,0.20099447513812155,0.0,0.0,0.10184915452871254,0.3118232044198895,0.04606060606060606,0.17049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011515151515151515,0.17049723756906077
dataset_experiment_info/insects/incremental_imbalanced,452044,34,0.0,0.0,0.0,0.0,0.0,,,,,0.02088716814159292,0.1,0.014017699115044248,0.11,0.017454082761672936,0.075,0.014020759041155286,0.020889559423418958,0.01745515923228712,0.0865235671608763,0.0,0.25740811523064233,0.0,0.0,0.01906261106305364,0.6645409617306055,0.9997787121044479,0.17986682492104045,0.21221509183447665,0.0,0.0,0.18522467427092343,0.20778933392343438,0.00011061946902654867,0.00022123893805309734,0.25740811523064233,0.9997787121044479,0.07625044425221456,0.16353175481301171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01906261106305364,0.16353175481301171
dataset_experiment_info/insects/incremental_reoccurring_balanced,79986,34,0.0,0.0,0.0,0.0,0.0,,,,,0.01725907384230288,0.09,0.013967459324155194,0.11,0.015614035087719299,0.065,0.014014952616707923,0.017253019278373714,0.01563398594754082,0.10651629072681704,0.0,0.2627781575149996,0.0,0.0,0.016537556011240222,0.6802612592086276,0.9987468671679198,0.18451431609326346,0.22055137844611528,0.0,0.0,0.18633705475810738,0.21929824561403508,0.0012515644555694619,0.0025031289111389237,0.2627781575149996,0.9987468671679198,0.06615022404496089,0.13408521303258145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016537556011240222,0.13408521303258145
dataset_experiment_info/insects/incremental_balanced,57018,34,0.0,0.0,0.0,0.0,0.0,,,,,0.019263157894736843,0.08,0.013473684210526317,0.05,0.016362038664323373,0.05,0.013486969027324705,0.019257076712617067,0.016372022869970887,0.08787346221441125,0.0,0.20226873302444479,0.0,0.0,0.02073014858603611,0.44661021462427436,0.9771528998242531,0.1805932790115567,0.21968365553602812,0.0,0.0,0.18187143846194812,0.22319859402460457,0.0008771929824561404,0.0017543859649122807,0.20226873302444479,0.9771528998242531,0.08292059434414444,0.17223198594024605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02073014858603611,0.17223198594024605
dataset_experiment_info/insects/incremental_abrupt_balanced,79986,34,0.0,0.0,0.0,0.0,0.0,,,,,0.01618272841051314,0.07,0.013742177722152691,0.18,0.014968671679197996,0.095,0.013802415422698971,0.016202835496211838,0.015002625459455405,0.09899749373433583,0.0,0.26661350345560875,0.0,0.0,0.015844535581377685,0.6992481203007519,0.9987468671679198,0.18075491759702286,0.22055137844611528,0.0,0.0,0.18645097592466012,0.21679197994987467,0.0006257822277847309,0.0012515644555694619,0.26661350345560875,0.9987468671679198,0.06337814232551074,0.13659147869674185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015844535581377685,0.13659147869674185
dataset_experiment_info/insects/gradual_imbalanced,143323,34,0.0,0.0,0.0,0.0,0.0,,,,,0.016727145847871598,0.07,0.014612700628053036,0.09,0.01566340782122905,0.06,0.014610355630289626,0.01673143877814447,0.01567089720421705,0.08798882681564246,0.0,0.21737451328931776,0.0,0.0,0.019198620281022517,0.5061791095310648,0.9762569832402235,0.18001946842728966,0.22136871508379888,0.0,0.0,0.18329947519891654,0.20670391061452514,0.0003489183531053733,0.0006978367062107466,0.21737451328931776,0.9762569832402235,0.07679448112409007,0.13756983240223464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019198620281022517,0.13756983240223464
dataset_experiment_info/insects/abrupt_balanced,52848,34,0.0,0.0,0.0,0.0,0.0,,,,,0.020681818181818183,0.09,0.013200757575757576,0.08,0.016925996204933586,0.065,0.01318876778686043,0.020700877989706327,0.01694482288828338,0.08918406072106262,0.0,0.1864038870680237,0.0,0.0,0.022986027255476972,0.3754240699212236,0.6944971537001897,0.18325570697487206,0.23529411764705882,0.0,0.0,0.1869357713759991,0.21821631878557876,0.0,0.0,0.1864038870680237,0.6944971537001897,0.09194410902190789,0.15370018975332067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022986027255476972,0.15370018975332067
dataset_experiment_info/insects/incremental_abrupt_imbalanced,452044,34,0.0,0.0,0.0,0.0,0.0,,,,,0.020482300884955753,0.09,0.01401991150442478,0.11,0.017252710776720515,0.07,0.014020759041155286,0.02048030722673014,0.017250533133942713,0.08873644611639743,0.0,0.24318198582416328,0.0,0.0,0.018876528059975726,0.6112776358405922,0.9995574242088958,0.17971929965733904,0.2029210002212879,0.0,0.0,0.1817310077987219,0.1982739544146935,0.00022123893805309734,0.0004424778761061947,0.24318198582416328,0.9995574242088958,0.0755061122399029,0.14273069263111307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018876528059975726,0.14273069263111307
