,Unnamed: 0,dataset,size,type,task,#columns,ave_rows_with_missing_values_ratio_per_window,max_rows_with_missing_values_ratio_per_window,total_rows_with_missing_values_ratio,overall missing value ratio,overall average null columns ratio,average null columns ratio among all windows,max average #null columns ratio among all windows,average missing value ratio among all windows,max missing value ration among all windows,IForest_ave_anomaly_ratio,IForest_max_anomaly_ratio,ECOD_ave_anomaly_ratio,ECOD_max_anomaly_ratio,mean_ave_anomaly_ratio,max_ave_anomaly_ratio,ECOD_overall_anomaly_ratio,IForest_overall_anomaly_ratio,ave_overall_anomaly_ratio,hdddm_drift_percentage,kdq_drift_percentage,ave_drift_percentage,hdddm_warning_percentage,kdq_warning_percentage,ave_warning_percentage,ks_ave_drift_percentage,ks_max_drift_percentage,hdddm_ave_drift_percentage,hdddm_max_drift_percentage,kdq_ave_drift_percentage,kdq_max_drift_percentage,cbdb_ave_drift_percentage,cbdb_max_drift_percentage,pca_ave_drift_percentage,pca_max_drift_percentage,ave_drift_percentage.1,max_drift_percentage,ks_ave_warning_percentage,ks_max_warning_percentage,hdddm_ave_warning_percentage,hdddm_max_warning_percentage,kdq_ave_warning_percentage,kdq_max_warning_percentage,cbdb_ave_warning_percentage,cbdb_max_warning_percentage,pca_ave_warning_percentage,pca_max_warning_percentage,ave_warning_percentage.1,max_warning_percentage,perm,adwin,ddm,eddm,concept_drift_ave,adwin_warning,ddm_warning,eddm_warning,ave_concept_drift_warning
10,12,dataset_experiment_info/beijing_multisite/huairou,35064,ecology,regression,18,0.0963541666666666,0.3763888888888889,0.095710700433493,0.0118592668644003,0.0118592668644003,0.0118891460905349,0.1022376543209876,0.0118891460905349,0.1022376543209876,0.0130787037037037,0.1013888888888888,0.0,0.0,0.0063091016548463,0.0506944444444444,0.0,0.0128907141227469,0.0064453570613734,0.3617021276595745,1.0,0.2637903861308116,0,0,0.00177304964539,0.3514578408195429,1.0,0.2939322301024428,0.6170212765957447,0.1142631993695823,0.9574468085106383,0.2955082742316784,0.5957446808510638,0.0,0.0,0.2637903861308116,1.0,0.0070921985815602,0.0638297872340425,0,0,0,0,0,0,0,0,0.00177304964539,0.0638297872340425,0.25531914893617,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
11,13,dataset_experiment_info/beijing_multisite/nongzhanguan,35064,ecology,regression,18,0.0555844907407407,0.3555555555555555,0.0556125941136208,0.0064802139579689,0.0064802139579689,0.0063657407407407,0.0286265432098765,0.0063657407407407,0.0286265432098765,0.0161458333333333,0.0958333333333333,0.0,0.0,0.0080082742316784,0.0479166666666666,0.0,0.0159137577002053,0.0079568788501026,0.3617021276595745,1.0,0.2702915681639086,0,0,0.0059101654846335,0.3577620173364854,1.0,0.30575256107171,0.6382978723404256,0.1205673758865248,0.9574468085106383,0.2970843183609141,0.5957446808510638,0.0,0.0,0.2702915681639086,1.0,0.0236406619385342,0.2340425531914893,0,0,0,0,0,0,0,0,0.0059101654846335,0.2340425531914893,0.340425531914893,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
12,14,dataset_experiment_info/beijing_multisite/changping,35064,ecology,regression,18,0.0684606481481481,0.4833333333333333,0.0679614419347478,0.0081850330823636,0.0081850330823636,0.0081741898148148,0.0506172839506172,0.0081741898148148,0.0506172839506172,0.0122974537037037,0.0972222222222222,0.0,0.0,0.005998817966903,0.0486111111111111,0.0,0.0121492128678987,0.0060746064339493,0.3617021276595745,1.0,0.2856579984239558,0,0,0.0037431048069345,0.4160756501182033,1.0,0.309692671394799,0.5319148936170213,0.119779353821907,0.9787234042553192,0.2970843183609141,0.5531914893617021,0.0,0.0,0.2856579984239558,1.0,0.0149724192277383,0.0638297872340425,0,0,0,0,0,0,0,0,0.0037431048069345,0.0638297872340425,0.181818181818181,0.0,0.00996705107084019,0.0,0.00332235035694673,0,0.0,0.0,0.0
13,15,dataset_experiment_info/beijing_multisite/dingling,35064,ecology,regression,18,0.1083912037037037,0.8861111111111111,0.1071754506046087,0.0111145968007706,0.0111145968007706,0.0112091692386831,0.0685185185185185,0.0112091692386831,0.0685185185185185,0.0134548611111111,0.0888888888888888,0.0,0.0,0.006604609929078,0.0444444444444444,0.0,0.0132614647501711,0.0066307323750855,0.3617021276595745,1.0,0.2860520094562648,0,0,0.0033490937746256,0.4200157604412923,1.0,0.3104806934594168,0.6595744680851063,0.107171000788022,0.9787234042553192,0.3065405831363278,0.5531914893617021,0.0,0.0,0.2860520094562648,1.0,0.0133963750985027,0.0638297872340425,0,0,0,0,0,0,0,0,0.0033490937746256,0.0638297872340425,0.425531914893617,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
14,16,dataset_experiment_info/beijing_multisite/aotizhongxin,35064,ecology,regression,18,0.0933449074074074,0.3888888888888889,0.092659137577002,0.0115202043247902,0.0115202043247902,0.0115322788065843,0.1196759259259259,0.0115322788065843,0.1196759259259259,0.0124131944444444,0.075,0.0,0.0,0.0061022458628841,0.0375,0.0,0.0122347707049965,0.0061173853524982,0.3404255319148936,1.0,0.280929866036249,0,0,0.0074862096138691,0.4105594956658786,1.0,0.2970843183609141,0.5957446808510638,0.123719464144996,0.9574468085106383,0.2923561859732072,0.5319148936170213,0.0,0.0,0.280929866036249,1.0,0.0299448384554767,0.1489361702127659,0,0,0,0,0,0,0,0,0.0074862096138691,0.1489361702127659,0.446808510638297,8.7351502445842e-05,0.00969601677148847,0.0,0.0032611227579781,0,0.00660959701840205,0.0,0.00220319900613401
15,17,dataset_experiment_info/beijing_multisite/dongsi,35064,ecology,regression,18,0.1359953703703703,1.0,0.1347821127081907,0.012041473369331,0.012041473369331,0.0120418595679012,0.0638888888888888,0.0120418595679012,0.0638888888888888,0.0158275462962962,0.1555555555555555,0.0,0.0,0.0077423167848699,0.0777777777777777,0.0,0.015628564909879,0.0078142824549395,0.4042553191489361,1.0,0.2700945626477541,0,0,0.0068951930654058,0.355397951142632,1.0,0.2978723404255319,0.5319148936170213,0.1174152876280535,0.9574468085106383,0.309692671394799,0.6170212765957447,0.0,0.0,0.2700945626477541,1.0,0.0275807722616233,0.2340425531914893,0,0,0,0,0,0,0,0,0.0068951930654058,0.2340425531914893,0.382978723404255,5.82343349638947e-05,0.00992895411134404,0.0,0.00332906281543598,0,0.0010482180293501,0.0,0.000349406009783368
16,18,dataset_experiment_info/beijing_multisite/shunyi,35064,ecology,regression,18,0.1401041666666666,0.7083333333333334,0.1388888888888889,0.0135038786219484,0.0135038786219484,0.0135497042181069,0.0669753086419753,0.0135497042181069,0.0669753086419753,0.0131944444444444,0.1027777777777777,0.0,0.0,0.0065898345153664,0.0513888888888888,0.0,0.0130047912388774,0.0065023956194387,0.2765957446808511,1.0,0.2730496453900709,0,0,0.0049251379038613,0.36327817178881,1.0,0.3152088258471237,0.6170212765957447,0.107171000788022,0.9787234042553192,0.3065405831363278,0.574468085106383,0.0,0.0,0.2730496453900709,1.0,0.0197005516154452,0.0851063829787234,0,0,0,0,0,0,0,0,0.0049251379038613,0.0851063829787234,0.25531914893617,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
17,19,dataset_experiment_info/beijing_multisite/guanyuan,35064,ecology,regression,18,0.0800347222222222,0.7069444444444445,0.0798825005703855,0.0083640707785129,0.0083640707785129,0.0082015174897119,0.0576388888888888,0.0082015174897119,0.0576388888888888,0.0149305555555555,0.1083333333333333,0.0,0.0,0.0072399527186761,0.0541666666666666,0.0,0.014715947980835,0.0073579739904175,0.3617021276595745,1.0,0.2781717888100867,0,0,0.0065011820330969,0.4152876280535855,1.0,0.2962962962962963,0.5531914893617021,0.1055949566587864,0.9574468085106383,0.2955082742316784,0.574468085106383,0.0,0.0,0.2781717888100867,1.0,0.0260047281323877,0.1489361702127659,0,0,0,0,0,0,0,0,0.0065011820330969,0.1489361702127659,0.340425531914893,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
18,20,dataset_experiment_info/beijing_multisite/tiantan,35064,ecology,regression,18,0.0633680555555555,0.3875,0.0633413187314624,0.0083609019697315,0.0083609019697315,0.0082802854938271,0.0566358024691358,0.0082802854938271,0.0566358024691358,0.0155381944444444,0.1527777777777778,0.0,0.0,0.0075797872340425,0.0763888888888889,0.0,0.0153148528405201,0.00765742642026,0.2553191489361702,1.0,0.2653664302600472,0,0,0.0065011820330969,0.3538219070133964,1.0,0.2986603624901497,0.5531914893617021,0.1103230890464933,0.9574468085106383,0.2986603624901497,0.6170212765957447,0.0,0.0,0.2653664302600472,1.0,0.0260047281323877,0.2340425531914893,0,0,0,0,0,0,0,0,0.0065011820330969,0.2340425531914893,0.297872340425531,0.0,0.00998718844630794,0.0,0.00332906281543598,0,0.0,0.0,0.0
19,22,dataset_experiment_info/weather_indian_cities/bangalore,11894,ecology,regression,5,0.4886130136986301,0.536986301369863,0.4885656633596771,0.1127963679165966,0.1127963679165966,0.112722602739726,0.1265753424657534,0.112722602739726,0.1265753424657534,0.0194349315068493,0.0465753424657534,0.0140410958904109,0.021917808219178,0.0165267344233318,0.0342465753424657,0.0140406927862787,0.0193374810828989,0.0166890869345888,0.0,0.0,0.1559139784946236,0,0,0.0053763440860215,0.075268817204301,0.1290322580645161,0.1612903225806451,0.2258064516129032,0.0,0.0,0.3870967741935484,1.0,0.0,0.0,0.155913978494624,0.3870967741935484,0.021505376344086,0.064516129032258,0,0,0,0,0,0,0,0,0.0053763440860215,0.064516129032258,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
20,23,dataset_experiment_info/weather_indian_cities/lucknow,11894,ecology,regression,5,0.7326198630136986,0.7780821917808219,0.7325542290230368,0.1909870522952749,0.1909870522952749,0.190958904109589,0.2054794520547945,0.190958904109589,0.2054794520547945,0.0220890410958904,0.0328767123287671,0.0124143835616438,0.0273972602739726,0.0172779496243924,0.0260273972602739,0.0124432486968219,0.0221960652429796,0.0173196569699007,0.0,0.032258064516129,0.2123655913978494,0,0,0.010752688172043,0.086021505376344,0.1935483870967742,0.4193548387096774,1.0,0.010752688172043,0.032258064516129,0.3333333333333333,0.7096774193548387,0.0,0.0,0.2123655913978494,0.4193548387096774,0.043010752688172,0.0967741935483871,0,0,0,0,0,0,0,0,0.010752688172043,0.0967741935483871,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
21,24,dataset_experiment_info/weather_indian_cities/mumbai,11894,ecology,regression,5,0.6105308219178083,0.6465753424657534,0.6113166302337313,0.1522280141247688,0.1522280141247687,0.1521061643835616,0.1627397260273972,0.1521061643835616,0.1627397260273972,0.018236301369863,0.0273972602739726,0.0142123287671232,0.0273972602739726,0.0160848431285903,0.0246575342465753,0.0145451488145283,0.0186648730452328,0.0166050109298806,0.032258064516129,0.0,0.0779569892473118,0,0,0.0134408602150537,0.0,0.0,0.1612903225806451,0.3225806451612903,0.0,0.0,0.1505376344086021,0.2258064516129032,0.0,0.0,0.0779569892473118,0.1612903225806451,0.053763440860215,0.1290322580645161,0,0,0,0,0,0,0,0,0.0134408602150537,0.1290322580645161,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
22,25,dataset_experiment_info/weather_indian_cities/Rajasthan,11894,ecology,regression,5,0.4886130136986301,0.536986301369863,0.4885656633596771,0.1127963679165966,0.1127963679165966,0.112722602739726,0.1265753424657534,0.112722602739726,0.1265753424657534,0.0194349315068493,0.0465753424657534,0.0140410958904109,0.021917808219178,0.0165267344233318,0.0342465753424657,0.0140406927862787,0.0193374810828989,0.0166890869345888,0.0,0.0,0.1559139784946236,0,0,0.0053763440860215,0.075268817204301,0.1290322580645161,0.1612903225806451,0.2258064516129032,0.0,0.0,0.3870967741935484,1.0,0.0,0.0,0.1559139784946236,0.3870967741935484,0.021505376344086,0.064516129032258,0,0,0,0,0,0,0,0,0.0053763440860215,0.064516129032258,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
23,26,dataset_experiment_info/weather_indian_cities/Bhubhneshwar,11894,ecology,regression,5,0.6105308219178083,0.6465753424657534,0.6113166302337313,0.1522280141247688,0.1522280141247687,0.1521061643835616,0.1627397260273972,0.1521061643835616,0.1627397260273972,0.018236301369863,0.0273972602739726,0.0142123287671232,0.0273972602739726,0.0160848431285903,0.0246575342465753,0.0145451488145283,0.0186648730452328,0.0166050109298806,0.032258064516129,0.0,0.0779569892473118,0,0,0.0134408602150537,0.0,0.0,0.1612903225806451,0.3225806451612903,0.0,0.0,0.1505376344086021,0.2258064516129032,0.0,0.0,0.0779569892473118,0.1612903225806451,0.053763440860215,0.129032258064516,0,0,0,0,0,0,0,0,0.0134408602150537,0.1290322580645161,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
24,27,dataset_experiment_info/weather_indian_cities/delhi,11894,ecology,regression,5,0.6033390410958904,0.6547945205479452,0.6026568017487809,0.1396166134185303,0.1396166134185303,0.139931506849315,0.1517808219178082,0.139931506849315,0.1517808219178082,0.0208904109589041,0.0356164383561643,0.011986301369863,0.021917808219178,0.0163499779054352,0.0260273972602739,0.0122750966874054,0.0211030771817723,0.0166890869345888,0.0,0.032258064516129,0.2150537634408602,0,0,0.021505376344086,0.1397849462365591,0.2580645161290322,0.3763440860215054,0.7419354838709677,0.0,0.0,0.3440860215053763,0.4838709677419355,0.0,0.0,0.2150537634408602,0.3763440860215054,0.086021505376344,0.1612903225806451,0,0,0,0,0,0,0,0,0.021505376344086,0.1612903225806451,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
25,28,dataset_experiment_info/weather_indian_cities/chennai,11894,ecology,regression,5,0.5874143835616439,0.6273972602739726,0.5875231209012948,0.1516058516899276,0.1516058516899276,0.1515410958904109,0.1643835616438356,0.1515410958904109,0.1643835616438356,0.0190068493150684,0.0328767123287671,0.015667808219178,0.0246575342465753,0.0172337604949182,0.0287671232876712,0.0158062888851521,0.0193374810828989,0.0175718849840255,0.064516129032258,0.0,0.1048387096774193,0,0,0.0053763440860215,0.0,0.0,0.2258064516129032,0.3548387096774194,0.0,0.0,0.1935483870967742,0.4516129032258064,0.0,0.0,0.1048387096774193,0.2258064516129032,0.021505376344086,0.032258064516129,0,0,0,0,0,0,0,0,0.0053763440860215,0.032258064516129,0.0,0.0,0.00997484604041981,0.0,0.00332494868013993,0,0.0,0.0,0.0
26,30,dataset_experiment_info/insects/abrupt_imbalanced,355275,Science&technology,classification,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185782657657657,0.1,0.0141638513513513,0.13,0.016371444663475,0.085,0.0141608613046231,0.0185799732601505,0.0163704172823868,0.0881441847366938,0.0,0.187633871807344,0,0,0.0234931688043487,0.3876244847802155,0.8082230357645733,0.1804271950709574,0.2196564348070966,0.0,0.0,0.1824838073782033,0.2038862292312024,0.0001407657657657,0.0002815315315315,0.187633871807344,0.8082230357645733,0.093972675217395,0.1638974936637567,0,0,0,0,0,0,0,0,0.0234931688043487,0.1638974936637567,0.06871303858068151,0.000213979024424579,1.68930808756246e-05,2.81551347927078e-06,7.78958729264916e-05,0,0.0573576405997043,0.247016259590342,0.101457966730015
27,31,dataset_experiment_info/insects/out-of-control,905145,Science&technology,classification,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141476079991161,0.08,0.0115070157993591,0.07,0.0128270718232044,0.065,0.0115064437189621,0.0141469046395881,0.0128266741792751,0.0942541436464088,0.0,0.1018491545287125,0,0,0.0115151515151515,0.0401205424409844,0.3118232044198895,0.1826787209107651,0.2102762430939226,0.0,0.0,0.1845973547631006,0.2009944751381215,0.0,0.0,0.1018491545287125,0.3118232044198895,0.046060606060606,0.1704972375690607,0,0,0,0,0,0,0,0,0.0115151515151515,0.1704972375690607,0.0850828729281767,1.54688440906253e-05,2.20983487008933e-06,1.10491743504466e-06,6.26119879858644e-06,0,0.129178107165942,0.0273422868476153,0.0521734646711857
28,32,dataset_experiment_info/insects/incremental_imbalanced,452044,Science&technology,classification,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208871681415929,0.1,0.0140176991150442,0.11,0.0174540827616729,0.075,0.0140207590411552,0.0208895594234189,0.0174551592322871,0.0865235671608763,0.0,0.2574081152306423,0,0,0.0190626110630536,0.6645409617306055,0.999778712104448,0.1798668249210404,0.2122150918344766,0.0,0.0,0.1852246742709234,0.2077893339234343,0.0001106194690265,0.000221238938053,0.2574081152306423,0.999778712104448,0.0762504442522145,0.1635317548130117,0,0,0,0,0,0,0,0,0.0190626110630536,0.1635317548130117,0.0772294755476875,0.000135241794592101,2.66049431984462e-05,0.0,5.39489125968493e-05,0,0.102635219623806,0.0148078679685352,0.0391476958641137
29,33,dataset_experiment_info/insects/incremental_reoccurring_balanced,79986,Science&technology,classification,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172590738423028,0.09,0.0139674593241551,0.11,0.0156140350877192,0.065,0.0140149526167079,0.0172530192783737,0.0156339859475408,0.106516290726817,0.0,0.2627781575149996,0,0,0.0165375560112402,0.6802612592086276,0.9987468671679198,0.1845143160932634,0.2205513784461152,0.0,0.0,0.1863370547581073,0.219298245614035,0.0012515644555694,0.0025031289111389,0.2627781575149996,0.9987468671679198,0.0661502240449608,0.1340852130325814,0,0,0,0,0,0,0,0,0.0165375560112402,0.1340852130325814,0.0661502240449608,0.000901284330170493,0.000112660541271311,0.000212803244623588,0.000408916038688464,0,0.0673084144906491,0.602583681746488,0.223297365412379
30,34,dataset_experiment_info/insects/incremental_balanced,57018,Science&technology,classification,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192631578947368,0.08,0.0134736842105263,0.05,0.0163620386643233,0.05,0.0134869690273247,0.019257076712617,0.0163720228699708,0.0878734622144112,0.0,0.2022687330244447,0,0,0.0207301485860361,0.4466102146242743,0.9771528998242532,0.1805932790115567,0.2196836555360281,0.0,0.0,0.1818714384619481,0.2231985940246045,0.0008771929824561,0.0017543859649122,0.2022687330244447,0.9771528998242532,0.0829205943441444,0.172231985940246,0,0,0,0,0,0,0,0,0.0207301485860361,0.172231985940246,0.0878734622144112,0.000196365453961226,5.35542147166982e-05,0.0,8.33065562259749e-05,0,0.0580170659430897,0.86613231461316,0.308049793518749
