,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,length,weight,count,looped,neighbors,income,label
74,74,74,74,74,41487,12,0.0078125,1,0,2,106331000000.0,white
75,75,75,75,75,41488,12,0.0078125,1,0,2,4994000000.0,white
76,76,76,76,76,41489,10,1.0,1,0,2,12726000000.0,white
77,77,77,77,77,41490,46,0.765628814697266,4,0,1,5000000000.0,white
78,78,78,78,78,41491,8,0.875,4,0,2,4778000000.0,white
79,79,79,79,79,41492,6,0.0625,1,0,2,195000000.0,white
80,80,80,80,80,41493,6,0.0625,1,0,1,4361000000.0,white
81,81,81,81,81,41494,10,0.796875,4,0,2,370000000.0,white
82,82,82,82,82,41495,10,0.796875,4,0,1,1400000000.0,white
83,83,83,83,83,41496,0,0.5,1,0,1,3000000000.0,white
84,84,84,84,84,41497,0,0.5,1,0,1,2000000000.0,white
85,85,85,85,85,41498,12,1.0,1,0,2,12721000000.0,white
86,86,86,86,86,41499,2,1.0,1,0,2,34020000000.0,white
87,87,87,87,87,41500,14,1.0,1,0,2,12716000000.0,white
88,88,88,88,88,41501,16,1.0,1,0,2,12711000000.0,white
89,89,89,89,89,41502,0,0.5,1,0,2,4878000000.0,white
90,90,90,90,90,41503,2,0.25,1,0,2,4749000000.0,white
91,91,91,91,91,41504,2,0.25,1,0,2,4586000000.0,white
92,92,92,92,92,41505,48,0.250000953674316,2,0,2,273000000.0,white
93,93,93,93,93,41506,2,0.25,1,0,2,4415000000.0,white
94,94,94,94,94,41507,2,0.25,1,0,2,4137000000.0,white
95,95,95,95,95,41508,2,0.25,1,0,2,3241000000.0,white
96,96,96,96,96,41509,26,0.0087890625,2,0,2,1338000000.0,white
97,97,97,97,97,41510,12,0.0078125,1,0,2,1983000000.0,white
98,98,98,98,98,41511,14,0.00390625,1,0,2,1879000000.0,white
99,99,99,99,99,41512,16,0.001953125,1,0,2,1777000000.0,white
100,100,100,100,100,41513,16,0.001953125,1,0,1,102000000.0,white
101,101,101,101,101,41514,18,0.0009765625,1,0,2,1676000000.0,white
102,102,102,102,102,41515,18,0.0009765625,1,0,1,101000000.0,white
103,103,103,103,103,41516,20,0.00048828125,1,0,2,1623000000.0,white
104,104,104,104,104,41517,22,0.000244140625,1,0,1,53000000.0,white
105,105,105,105,105,41518,22,0.000244140625,1,0,2,1570000000.0,white
106,106,106,106,106,41519,24,0.0001220703125,1,0,2,1518000000.0,white
107,107,107,107,107,41520,26,6.103515625e-05,1,0,2,1467000000.0,white
108,108,108,108,108,41521,26,6.103515625e-05,1,0,1,51000000.0,white
109,109,109,109,109,41522,28,3.0517578125e-05,1,0,2,1426000000.0,white
110,110,110,110,110,41523,30,3.0517578125e-05,1,0,2,1413000000.0,white
111,111,111,111,111,41524,32,3.0517578125e-05,1,0,2,1402000000.0,white
112,112,112,112,112,41525,34,3.0517578125e-05,1,0,2,1391000000.0,white
113,113,113,113,113,41526,36,3.0517578125e-05,1,0,2,1381000000.0,white
114,114,114,114,114,41527,18,1.0,1,0,2,12706000000.0,white
115,115,115,115,115,41528,0,1.0,1,0,1,10000000000.0,white
116,116,116,116,116,41529,0,0.5,1,0,1,7499000000.0,white
117,117,117,117,117,41530,0,0.5,1,0,2,2500000000.0,white
118,118,118,118,118,41531,20,1.0,1,0,2,12701000000.0,white
119,119,119,119,119,41532,38,3.0517578125e-05,1,0,2,1354000000.0,white
120,120,120,120,120,41533,22,1.0,1,0,2,12696000000.0,white
121,121,121,121,121,41534,4,1.0,1,0,2,34015000000.0,white
122,122,122,122,122,41535,0,1.0,1,0,1,10000000000.0,white
123,123,123,123,123,41536,0,0.5,1,0,1,4900000000.0,white
124,124,124,124,124,41537,0,0.5,1,0,1,100000000.0,white
125,125,125,125,125,41538,6,1.0,1,0,2,34010000000.0,white
126,126,126,126,126,41539,24,1.0,1,0,2,12691000000.0,white
127,127,127,127,127,41540,26,1.0,1,0,2,12686000000.0,white
128,128,128,128,128,41541,2,1.5,2,0,1,10000000000.0,white
129,129,129,129,129,41542,0,1.0,1,0,1,5023000000.0,white
130,130,130,130,130,41543,0,1.0,1,0,1,1890000000.0,white
131,131,131,131,131,41544,0,1.0,1,0,1,90000000.0,white
132,132,132,132,132,41545,0,1.0,1,0,1,5000000000.0,white
133,133,133,133,133,41546,0,2.0,2,0,2,80000000.0,white
134,134,134,134,134,41547,28,1.0,1,0,2,12681000000.0,white
135,135,135,135,135,41548,0,3.0,3,0,3,15000000000.0,white
136,136,136,136,136,41549,0,0.5,1,0,2,4874000000.0,white
137,137,137,137,137,41550,0,0.5,1,0,1,126000000.0,white
138,138,138,138,138,41551,2,0.25,1,0,2,4749000000.0,white
139,139,139,139,139,41552,4,0.125,1,0,2,4594000000.0,white
140,140,140,140,140,41553,4,0.125,1,0,1,155000000.0,white
141,141,141,141,141,41554,4,0.125,1,0,2,4428000000.0,white
142,142,142,142,142,41555,4,0.125,1,0,2,4240000000.0,white
143,143,143,143,143,41556,66,0.250000059604645,3,0,3,629000000.0,white
144,144,144,144,144,41557,4,0.125,1,0,2,3922000000.0,white
145,145,145,145,145,41558,4,0.125,1,0,2,1159000000.0,white
146,146,146,146,146,41559,4,0.125,1,0,1,2082000000.0,white
147,147,147,147,147,41560,40,1.52587890625e-05,1,0,2,1114000000.0,white
148,148,148,148,148,41561,42,7.62939453125e-06,1,0,2,993000000.0,white
149,149,149,149,149,41562,44,3.814697265625e-06,1,0,2,883000000.0,white
150,150,150,150,150,41563,46,1.9073486328125e-06,1,0,2,778000000.0,white
151,151,151,151,151,41564,48,9.5367431640625e-07,1,0,2,677000000.0,white
152,152,152,152,152,41565,50,4.76837158203125e-07,1,0,2,616000000.0,white
153,153,153,153,153,41566,52,2.38418579101562e-07,1,0,2,565000000.0,white
154,154,154,154,154,41567,54,2.38418579101562e-07,1,0,2,539000000.0,white
155,155,155,155,155,41568,56,2.38418579101562e-07,1,0,2,523000000.0,white
156,156,156,156,156,41569,58,2.38418579101562e-07,1,0,2,511000000.0,white
157,157,157,157,157,41570,60,2.38418579101562e-07,1,0,2,501000000.0,white
158,158,158,158,158,41571,62,2.38418579101562e-07,1,0,2,500000000.0,white
159,159,159,159,159,41572,0,5.0,5,0,5,49996000000.0,white
160,160,160,160,160,41573,30,1.0,1,0,2,12676000000.0,white
161,161,161,161,161,41574,8,1.0,1,0,2,34005000000.0,white
162,162,162,162,162,41575,32,1.0,1,0,2,12671000000.0,white
163,163,163,163,163,41576,34,1.0,1,0,2,12666000000.0,white
164,164,164,164,164,41577,36,1.0,1,0,2,12661000000.0,white
165,165,165,165,165,41578,10,1.0,1,0,2,34000000000.0,white
166,166,166,166,166,41579,38,1.0,1,0,2,12656000000.0,white
167,167,167,167,167,41580,0,1.0,1,0,1,30000000000.0,white
168,168,168,168,168,41581,12,1.0,1,0,2,33995000000.0,white
169,169,169,169,169,41582,6,0.125,1,0,2,1158000000.0,white
170,170,170,170,170,41583,40,1.0,1,0,2,12651000000.0,white
171,171,171,171,171,41584,64,1.19209289550781e-07,1,0,2,447000000.0,white
172,172,172,172,172,41585,64,1.19209289550781e-07,1,0,1,53000000.0,white
173,173,173,173,173,41586,0,1.0,1,0,2,15000000000.0,white
174,174,174,174,174,41587,14,0.00390625,1,0,2,101432000000.0,white
175,175,175,175,175,41588,14,0.00390625,1,0,1,4899000000.0,white
176,176,176,176,176,41589,0,0.5,1,0,1,101000000.0,white
177,177,177,177,177,41590,0,0.5,1,0,1,5000000000.0,white
178,178,178,178,178,41591,16,0.001953125,1,0,2,96519000000.0,white
179,179,179,179,179,41592,16,0.001953125,1,0,1,4913000000.0,white
180,180,180,180,180,41593,18,0.0009765625,1,0,2,91812000000.0,white
181,181,181,181,181,41594,18,0.0009765625,1,0,1,4707000000.0,white
182,182,182,182,182,41595,14,1.0,1,0,2,33990000000.0,white
183,183,183,183,183,41596,2,0.25,1,0,2,210000000.0,white
184,184,184,184,184,41597,4,0.25,2,0,2,444000000.0,white
185,185,185,185,185,41598,12,0.4921875,7,0,2,191000000.0,white
186,186,186,186,186,41599,42,1.0,1,0,2,12646000000.0,white
187,187,187,187,187,41600,20,0.00048828125,1,0,1,4789000000.0,white
188,188,188,188,188,41601,20,0.00048828125,1,0,2,87023000000.0,white
189,189,189,189,189,41602,8,0.03125,1,0,2,95000000.0,white
190,190,190,190,190,41603,8,0.03125,1,0,1,100000000.0,white
191,191,191,191,191,41604,22,0.000244140625,1,0,2,4881000000.0,white
192,192,192,192,192,41605,22,0.000244140625,1,0,2,82142000000.0,white
193,193,193,193,193,41606,24,0.0001220703125,1,0,2,77481000000.0,white
194,194,194,194,194,41607,24,0.0001220703125,1,0,2,4661000000.0,white
195,195,195,195,195,41608,26,6.103515625e-05,1,0,2,72581000000.0,white
196,196,196,196,196,41609,26,6.103515625e-05,1,0,1,4900000000.0,white
197,197,197,197,197,41610,28,3.0517578125e-05,1,0,2,4555000000.0,white
198,198,198,198,198,41611,28,3.0517578125e-05,1,0,2,68026000000.0,white
199,199,199,199,199,41612,30,1.52587890625e-05,1,0,2,63125000000.0,white
200,200,200,200,200,41613,30,1.52587890625e-05,1,0,1,4901000000.0,white
201,201,201,201,201,41614,32,7.62939453125e-06,1,0,2,58624000000.0,white
202,202,202,202,202,41615,34,1.1444091796875e-05,1,1,4,7026000000.0,white
203,203,203,203,203,41616,34,3.814697265625e-06,1,0,2,56099000000.0,white
204,204,204,204,204,41617,36,1.9073486328125e-06,1,0,2,51102000000.0,white
205,205,205,205,205,41618,36,1.9073486328125e-06,1,0,1,4997000000.0,white
206,206,206,206,206,41619,38,9.5367431640625e-07,1,0,2,4902000000.0,white
207,207,207,207,207,41620,38,9.5367431640625e-07,1,0,2,46200000000.0,white
208,208,208,208,208,41621,40,4.76837158203125e-07,1,0,2,41312000000.0,white
209,209,209,209,209,41622,40,0.162310172349979,20,1,4,9332000000.0,white
210,210,210,210,210,41623,0,1.0,1,0,1,110000000000.0,white
211,211,211,211,211,41624,16,0.16230969551282,20,0,2,374000000.0,white
212,212,212,212,212,41625,10,0.34375,4,0,2,548000000.0,white
213,213,213,213,213,41626,10,0.34375,4,0,2,4300000000.0,white
214,214,214,214,214,41627,42,2.38418579101562e-07,1,0,2,36423000000.0,white
215,215,215,215,215,41628,42,0.496093988418579,9,1,3,5669000000.0,white
216,216,216,216,216,41629,44,1.0,1,0,2,12641000000.0,white
217,217,217,217,217,41630,46,1.0,1,0,2,12636000000.0,white
218,218,218,218,218,41631,14,0.49609375,9,1,2,65000000.0,white
219,219,219,219,219,41632,16,0.490885416666667,9,0,2,60000000.0,white
220,220,220,220,220,41633,12,0.84375,5,0,4,6913000000.0,white
221,221,221,221,221,41634,0,0.5,1,0,1,200000000.0,white
222,222,222,222,222,41635,0,0.5,1,0,1,2400000000.0,white
223,223,223,223,223,41636,0,0.5,1,0,2,412000000.0,white
224,224,224,224,224,41637,14,0.0078125,1,0,1,4992000000.0,white
225,225,225,225,225,41638,16,0.745442708333333,10,0,4,6039000000.0,white
226,226,226,226,226,41639,16,1.0,1,0,2,33985000000.0,white
227,227,227,227,227,41640,44,1.19209289550781e-07,1,0,2,32111000000.0,white
228,228,228,228,228,41641,44,1.19209289550781e-07,1,0,2,4312000000.0,white
229,229,229,229,229,41642,16,0.245442708333333,9,0,2,148000000.0,white
230,230,230,230,230,41643,48,1.0,1,0,2,12631000000.0,white
231,231,231,231,231,41644,24,0.000244140625,1,0,1,4883000000.0,white
232,232,232,232,232,41645,46,5.96046447753906e-08,1,0,1,4979000000.0,white
233,233,233,233,233,41646,46,5.96046447753906e-08,1,0,2,27132000000.0,white
234,234,234,234,234,41647,50,1.0,1,0,2,12626000000.0,white
235,235,235,235,235,41648,48,2.98023223876953e-08,1,0,2,4665000000.0,white
236,236,236,236,236,41649,48,2.98023223876953e-08,1,0,2,22467000000.0,white
237,237,237,237,237,41650,18,1.0,1,0,2,33980000000.0,white
238,238,238,238,238,41651,0,1.0,1,0,1,200000000.0,white
239,239,239,239,239,41652,52,1.0,1,0,2,12621000000.0,white
240,240,240,240,240,41653,14,0.324619391025641,20,0,2,4732000000.0,white
241,241,241,241,241,41654,50,1.49011611938477e-08,1,0,2,19058000000.0,white
242,242,242,242,242,41655,50,1.49011611938477e-08,1,0,2,3409000000.0,white
243,243,243,243,243,41656,20,1.0,1,0,2,33975000000.0,white
244,244,244,244,244,41657,54,1.0,1,0,2,12616000000.0,white
245,245,245,245,245,41658,26,0.5001220703125,2,0,2,4731000000.0,white
246,246,246,246,246,41659,52,7.450580596923831e-09,1,0,2,14956000000.0,white
247,247,247,247,247,41660,52,7.450580596923831e-09,1,0,2,4102000000.0,white
248,248,248,248,248,41661,56,1.0,1,0,2,12611000000.0,white
249,249,249,249,249,41662,54,3.72529029846191e-09,1,0,2,4874000000.0,white
250,250,250,250,250,41663,54,3.72529029846191e-09,1,0,2,10082000000.0,white
251,251,251,251,251,41664,56,1.8626451492309603e-09,1,0,2,4747000000.0,white
252,252,252,252,252,41665,56,1.8626451492309603e-09,1,0,2,5335000000.0,white
253,253,253,253,253,41666,58,9.31322574615479e-10,1,0,2,2805000000.0,white
254,254,254,254,254,41667,58,9.31322574615479e-10,1,0,2,2530000000.0,white
255,255,255,255,255,41668,60,9.31322574615479e-10,1,0,2,2824000000.0,white
256,256,256,256,256,41669,14,0.324619391025641,20,0,1,4646000000.0,white
257,257,257,257,257,41670,0,1.0,1,0,1,10000000000.0,white
258,258,258,258,258,41671,18,0.0405774238782051,20,0,2,4334000000.0,white
259,259,259,259,259,41672,18,0.0405774238782051,20,0,2,110000000.0,white
260,260,260,260,260,41673,12,0.015625,1,0,1,4878000000.0,white
261,261,261,261,261,41674,14,0.16230969551282,20,0,2,54000000.0,white
262,262,262,262,262,41675,14,0.16230969551282,20,0,1,4932000000.0,white
263,263,263,263,263,41676,58,1.0,1,0,2,12606000000.0,white
264,264,264,264,264,41677,14,0.16230969551282,20,0,2,1481000000.0,white
265,265,265,265,265,41678,14,0.16230969551282,20,0,2,3432000000.0,white
266,266,266,266,266,41679,14,0.16230969551282,20,0,2,60000000.0,white
267,267,267,267,267,41680,14,0.324619391025641,20,20,4,6897000000.0,white
268,268,268,268,268,41681,22,1.0,1,0,2,33970000000.0,white
269,269,269,269,269,41682,14,0.16230969551282,20,0,1,4863000000.0,white
270,270,270,270,270,41683,14,0.16230969551282,20,0,2,47000000.0,white
271,271,271,271,271,41684,14,0.16230969551282,20,0,2,2031000000.0,white
272,272,272,272,272,41685,60,1.0,1,0,2,12601000000.0,white
273,273,273,273,273,41686,16,0.0811548477564102,20,0,2,325000000.0,white
274,274,274,274,274,41687,18,0.973858173076922,20,20,4,5948000000.0,white
275,275,275,275,275,41688,0,2.0,2,0,2,10000000000.0,white
276,276,276,276,276,41689,24,1.0,1,0,2,33965000000.0,white
277,277,277,277,277,41690,56,1.8626451492309603e-09,1,0,2,44000000.0,white
278,278,278,278,278,41691,62,1.0,1,0,2,12596000000.0,white
279,279,279,279,279,41692,60,4.65661287307739e-10,1,0,2,1196000000.0,white
280,280,280,280,280,41693,62,0.500000000232831,2,0,2,866000000.0,white
281,281,281,281,281,41694,62,1.50000000023283,3,0,2,7830000000.0,white
282,282,282,282,282,41695,64,1.0,1,0,2,12591000000.0,white
283,283,283,283,283,41696,0,0.5,1,0,2,500000000.0,white
284,284,284,284,284,41697,0,0.5,1,0,1,1500000000.0,white
285,285,285,285,285,41698,2,1.0,2,0,2,16705000000.0,white
286,286,286,286,286,41699,0,0.5,1,0,2,200000000.0,white
287,287,287,287,287,41700,0,0.5,1,0,1,100000000.0,white
288,288,288,288,288,41701,26,1.0,1,0,2,33960000000.0,white
289,289,289,289,289,41702,28,1.0,1,0,2,33955000000.0,white
290,290,290,290,290,41703,66,1.0,1,0,2,12586000000.0,white
291,291,291,291,291,41704,6,0.0625,1,0,2,2033000000.0,white
292,292,292,292,292,41705,6,0.0625,1,0,1,1889000000.0,white
293,293,293,293,293,41706,30,1.0,1,0,2,33950000000.0,white
294,294,294,294,294,41707,68,1.0,1,0,2,12581000000.0,white
295,295,295,295,295,41708,70,1.0,1,0,2,12576000000.0,white
296,296,296,296,296,41709,62,4.65661287307739e-10,1,0,2,179000000.0,white
297,297,297,297,297,41710,62,4.65661287307739e-10,1,0,1,34000000000.0,white
298,298,298,298,298,41711,32,1.0,1,0,2,33945000000.0,white
299,299,299,299,299,41712,72,1.0,1,0,2,12571000000.0,white
300,300,300,300,300,41713,2,0.75,1,1,4,80000000.0,white
301,301,301,301,301,41714,0,0.5,1,0,2,5975000000.0,white
302,302,302,302,302,41715,2,1.0,1,0,1,15000000000.0,white
303,303,303,303,303,41716,0,1.0,1,0,2,119000000.0,white
304,304,304,304,304,41717,34,1.0,1,0,2,33940000000.0,white
305,305,305,305,305,41718,74,1.0,1,0,2,12566000000.0,white
306,306,306,306,306,41719,2,0.25,1,0,1,5935000000.0,white
307,307,307,307,307,41720,76,1.0,1,0,2,12561000000.0,white
308,308,308,308,308,41721,78,1.0,1,0,2,12556000000.0,white
309,309,309,309,309,41722,80,1.0,1,0,2,12551000000.0,white
310,310,310,310,310,41723,82,1.0,1,0,2,12546000000.0,white
311,311,311,311,311,41724,0,1.0,1,0,1,10000000000.0,white
312,312,312,312,312,41725,10,0.4375,4,0,2,73000000.0,white
313,313,313,313,313,41726,10,0.4375,4,0,1,4705000000.0,white
314,314,314,314,314,41727,14,0.16230969551282,20,0,1,4941000000.0,white
315,315,315,315,315,41728,14,0.16230969551282,20,0,2,53000000.0,white
316,316,316,316,316,41729,18,0.0405774238782051,20,0,1,243000000.0,white
317,317,317,317,317,41730,14,0.324619391025641,20,0,1,4723000000.0,white
318,318,318,318,318,41731,84,1.0,1,0,2,12541000000.0,white
319,319,319,319,319,41732,14,0.324619391025641,20,0,1,4311000000.0,white
320,320,320,320,320,41733,10,0.015625,1,0,1,223000000.0,white
321,321,321,321,321,41734,10,0.015625,1,0,1,4665000000.0,white
322,322,322,322,322,41735,30,1.52587890625e-05,1,0,2,42000000.0,white
323,323,323,323,323,41736,16,0.0811548477564102,20,0,1,4554000000.0,white
324,324,324,324,324,41737,40,0.437500953674316,4,1,1,4987000000.0,white
325,325,325,325,325,41738,86,1.0,1,0,2,12536000000.0,white
326,326,326,326,326,41739,16,0.649238782051282,20,20,1,4867000000.0,white
327,327,327,327,327,41740,36,1.0,1,0,2,33935000000.0,white
328,328,328,328,328,41741,14,0.2109375,5,0,2,2013000000.0,white
329,329,329,329,329,41742,18,0.0405774238782051,20,0,2,844000000.0,white
330,330,330,330,330,41743,18,0.16230969551282,20,20,2,39000000.0,white
331,331,331,331,331,41744,34,0.515626907348633,2,1,2,39000000.0,white
332,332,332,332,332,41745,36,0.905776146130684,20,20,1,4804000000.0,white
333,333,333,333,333,41746,6,0.0625,1,0,2,3392000000.0,white
334,334,334,334,334,41747,32,1.52587890625e-05,1,0,1,32000000.0,white
335,335,335,335,335,41748,88,1.0,1,0,2,12531000000.0,white
336,336,336,336,336,41749,34,1.9073486328125e-06,1,0,1,501000000.0,white
337,337,337,337,337,41750,18,0.372721354166667,10,0,1,4400000000.0,white
338,338,338,338,338,41751,90,1.0,1,0,2,12526000000.0,white
339,339,339,339,339,41752,0,1.0,1,0,1,50000000.0,white
340,340,340,340,340,41753,8,0.03125,1,0,1,1746000000.0,white
341,341,341,341,341,41754,8,0.03125,1,0,2,287000000.0,white
342,342,342,342,342,41755,8,0.0625,1,0,1,921000000.0,white
343,343,343,343,343,41756,8,0.0625,1,0,2,237000000.0,white
344,344,344,344,344,41757,20,0.125757461939103,20,5,1,817000000.0,white
345,345,345,345,345,41758,0,1.0,1,0,1,4900000000.0,white
346,346,346,346,346,41759,0,1.0,1,0,1,40000000.0,white
347,347,347,347,347,41760,14,0.16230969551282,20,0,1,4743000000.0,white
348,348,348,348,348,41761,14,0.16230969551282,20,0,2,87000000.0,white
349,349,349,349,349,41762,14,0.16230969551282,20,0,2,1405000000.0,white
350,350,350,350,350,41763,14,0.16230969551282,20,0,1,4935000000.0,white
351,351,351,351,351,41764,92,1.0,1,0,2,12521000000.0,white
352,352,352,352,352,41765,0,1.0,1,0,1,30000000.0,white
353,353,353,353,353,41766,16,0.243464543269231,20,20,2,57000000.0,white
354,354,354,354,354,41767,16,0.243464543269231,20,20,1,4543000000.0,white
355,355,355,355,355,41768,0,1.0,1,0,1,1000000000.0,white
356,356,356,356,356,41769,38,1.0,1,0,2,33930000000.0,white
357,357,357,357,357,41770,14,0.16230969551282,20,0,2,67000000.0,white
358,358,358,358,358,41771,16,0.405774238782051,20,20,2,9677000000.0,white
359,359,359,359,359,41772,16,0.405774238782051,20,20,2,5000000000.0,white
360,360,360,360,360,41773,16,0.243464543269231,20,20,1,58000000.0,white
361,361,361,361,361,41774,14,0.16230969551282,20,0,2,200000000.0,white
362,362,362,362,362,41775,14,0.16230969551282,20,0,1,2500000000.0,white
363,363,363,363,363,41776,94,1.0,1,0,2,12516000000.0,white
364,364,364,364,364,41777,16,0.486929086538462,20,20,1,4556000000.0,white
365,365,365,365,365,41778,16,0.0811548477564102,20,0,2,405000000.0,white
366,366,366,366,366,41779,96,1.0,1,0,2,12511000000.0,white
367,367,367,367,367,41780,16,0.486929086538462,20,20,1,3500000000.0,white
368,368,368,368,368,41781,98,1.0,1,0,2,12506000000.0,white
369,369,369,369,369,41782,14,0.324619391025641,20,0,1,4616000000.0,white
370,370,370,370,370,41783,18,0.405774238782051,20,20,1,4711000000.0,white
371,371,371,371,371,41784,14,0.16230969551282,20,0,1,1515000000.0,white
372,372,372,372,372,41785,14,0.16230969551282,20,0,1,2716000000.0,white
373,373,373,373,373,41786,14,0.16230969551282,20,0,1,4925000000.0,white
374,374,374,374,374,41787,14,0.16230969551282,20,0,1,844000000.0,white
375,375,375,375,375,41788,0,0.5,1,0,2,1875000000.0,white
376,376,376,376,376,41789,0,0.5,1,0,1,625000000.0,white
377,377,377,377,377,41790,0,0.5,1,0,1,4375000000.0,white
378,378,378,378,378,41791,0,0.5,1,0,1,625000000.0,white
379,379,379,379,379,41792,0,0.5,1,0,1,1600000000.0,white
380,380,380,380,380,41793,0,0.5,1,0,1,43000000.0,white
381,381,381,381,381,41794,40,1.0,1,0,2,33925000000.0,white
382,382,382,382,382,41795,100,1.0,1,0,2,12501000000.0,white
383,383,383,383,383,41796,102,1.0,1,0,2,12496000000.0,white
384,384,384,384,384,41797,2,0.25,1,0,1,1250000000.0,white
385,385,385,385,385,41798,2,0.25,1,0,1,625000000.0,white
