,size,#columns,ave_rows_with_missing_values_ratio_per_window,max_rows_with_missing_values_ratio_per_window,total_rows_with_missing_values_ratio,overall missing value ratio,overall average null columns ratio,average null columns ratio among all windows,max average #null columns ratio among all windows,average missing value ratio among all windows,max missing value ration among all windows,IForest_ave_anomaly_ratio,IForest_max_anomaly_ratio,ECOD_ave_anomaly_ratio,ECOD_max_anomaly_ratio,mean_ave_anomaly_ratio,max_ave_anomaly_ratio,ECOD_overall_anomaly_ratio,IForest_overall_anomaly_ratio,ave_overall_anomaly_ratio,hdddm_drift_percentage,kdq_drift_percentage,ave_drift_percentage,hdddm_warning_percentage,kdq_warning_percentage,ave_warning_percentage,ks_ave_drift_percentage,ks_max_drift_percentage,hdddm_ave_drift_percentage,hdddm_max_drift_percentage,kdq_ave_drift_percentage,kdq_max_drift_percentage,cbdb_ave_drift_percentage,cbdb_max_drift_percentage,pca_ave_drift_percentage,pca_max_drift_percentage,ave_drift_percentage,max_drift_percentage,ks_ave_warning_percentage,ks_max_warning_percentage,hdddm_ave_warning_percentage,hdddm_max_warning_percentage,kdq_ave_warning_percentage,kdq_max_warning_percentage,cbdb_ave_warning_percentage,cbdb_max_warning_percentage,pca_ave_warning_percentage,pca_max_warning_percentage,ave_warning_percentage,max_warning_percentage
dataset_experiment_info/beijing_multisite/wanshouxingong,35064,18,0.06530671296296296,0.4166666666666667,0.06548026465890942,0.008153344994549649,0.008153344994549649,0.007987718621399176,0.03973765432098766,0.007987718621399176,0.03973765432098766,0.016724537037037038,0.1125,0.0,0.0,0.00824468085106383,0.05625,0.0,0.01648414328085786,0.00824207164042893,0.1702127659574468,1.0,0.28073286052009455,0.0,0.0,0.003940110323089046,0.36879432624113473,1.0,0.3207249802994484,0.6170212765957447,0.11583924349881797,0.9361702127659575,0.31757289204097716,0.5957446808510638,0.0,0.0,0.28073286052009455,1.0,0.015760441292356184,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003940110323089046,0.10638297872340426
dataset_experiment_info/beijing_multisite/gucheng,35064,18,0.07297453703703703,0.5458333333333333,0.07300935432352271,0.007491063959236444,0.007491063959236443,0.00738329475308642,0.033179012345679014,0.00738329475308642,0.033179012345679014,0.014728009259259258,0.12361111111111112,0.0,0.0,0.007299054373522459,0.06180555555555556,0.0,0.014516313027606663,0.0072581565138033315,0.3404255319148936,1.0,0.26654846335697396,0.0,0.0,0.005516154452324665,0.37115839243498816,1.0,0.2907801418439716,0.5957446808510638,0.1276595744680851,1.0,0.2765957446808511,0.5531914893617021,0.0,0.0,0.26654846335697396,1.0,0.02206461780929866,0.19148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005516154452324665,0.19148936170212766
dataset_experiment_info/beijing_multisite/huairou,35064,18,0.09635416666666667,0.3763888888888889,0.09571070043349304,0.011859266864400335,0.011859266864400335,0.011889146090534979,0.10223765432098765,0.011889146090534979,0.10223765432098765,0.013078703703703703,0.10138888888888889,0.0,0.0,0.006309101654846335,0.050694444444444445,0.0,0.012890714122746977,0.006445357061373488,0.3617021276595745,1.0,0.2637903861308116,0.0,0.0,0.0017730496453900709,0.35145784081954295,1.0,0.29393223010244285,0.6170212765957447,0.11426319936958235,0.9574468085106383,0.29550827423167847,0.5957446808510638,0.0,0.0,0.2637903861308116,1.0,0.0070921985815602835,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017730496453900709,0.06382978723404255
dataset_experiment_info/beijing_multisite/nongzhanguan,35064,18,0.05558449074074074,0.35555555555555557,0.05561259411362081,0.006480213957968921,0.006480213957968921,0.00636574074074074,0.02862654320987654,0.00636574074074074,0.028626543209876544,0.01614583333333333,0.09583333333333334,0.0,0.0,0.008008274231678486,0.04791666666666667,0.0,0.01591375770020534,0.00795687885010267,0.3617021276595745,1.0,0.2702915681639086,0.0,0.0,0.00591016548463357,0.35776201733648544,1.0,0.30575256107171,0.6382978723404256,0.12056737588652483,0.9574468085106383,0.2970843183609141,0.5957446808510638,0.0,0.0,0.2702915681639086,1.0,0.02364066193853428,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591016548463357,0.23404255319148937
dataset_experiment_info/beijing_multisite/changping,35064,18,0.06846064814814815,0.48333333333333334,0.06796144193474789,0.008185033082363678,0.008185033082363678,0.008174189814814815,0.050617283950617285,0.008174189814814815,0.050617283950617285,0.012297453703703705,0.09722222222222222,0.0,0.0,0.005998817966903073,0.04861111111111111,0.0,0.0121492128678987,0.00607460643394935,0.3617021276595745,1.0,0.28565799842395584,0.0,0.0,0.003743104806934594,0.4160756501182033,1.0,0.30969267139479906,0.5319148936170213,0.119779353821907,0.9787234042553191,0.2970843183609141,0.5531914893617021,0.0,0.0,0.28565799842395584,1.0,0.014972419227738376,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003743104806934594,0.06382978723404255
dataset_experiment_info/beijing_multisite/dingling,35064,18,0.1083912037037037,0.8861111111111111,0.10717545060460872,0.011114596800770654,0.011114596800770656,0.011209169238683127,0.06851851851851852,0.011209169238683129,0.06851851851851852,0.013454861111111112,0.08888888888888889,0.0,0.0,0.006604609929078014,0.044444444444444446,0.0,0.013261464750171115,0.0066307323750855575,0.3617021276595745,1.0,0.2860520094562648,0.0,0.0,0.0033490937746256896,0.42001576044129235,1.0,0.31048069345941687,0.6595744680851063,0.10717100078802207,0.9787234042553191,0.3065405831363278,0.5531914893617021,0.0,0.0,0.2860520094562648,1.0,0.013396375098502758,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033490937746256896,0.06382978723404255
dataset_experiment_info/beijing_multisite/aotizhongxin,35064,18,0.0933449074074074,0.3888888888888889,0.09265913757700206,0.011520204324790225,0.011520204324790225,0.011532278806584362,0.11967592592592594,0.011532278806584362,0.11967592592592592,0.012413194444444444,0.075,0.0,0.0,0.006102245862884161,0.0375,0.0,0.012234770704996577,0.006117385352498289,0.3404255319148936,1.0,0.280929866036249,0.0,0.0,0.007486209613869188,0.4105594956658786,1.0,0.2970843183609141,0.5957446808510638,0.12371946414499606,0.9574468085106383,0.2923561859732072,0.5319148936170213,0.0,0.0,0.280929866036249,1.0,0.02994483845547675,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007486209613869188,0.14893617021276595
dataset_experiment_info/beijing_multisite/dongsi,35064,18,0.13599537037037038,1.0,0.13478211270819074,0.012041473369331,0.012041473369331,0.012041859567901235,0.06388888888888888,0.012041859567901235,0.06388888888888888,0.015827546296296298,0.15555555555555556,0.0,0.0,0.007742316784869976,0.07777777777777778,0.0,0.01562856490987908,0.00781428245493954,0.40425531914893614,1.0,0.2700945626477541,0.0,0.0,0.006895193065405831,0.355397951142632,1.0,0.2978723404255319,0.5319148936170213,0.11741528762805359,0.9574468085106383,0.30969267139479906,0.6170212765957447,0.0,0.0,0.2700945626477541,1.0,0.027580772261623324,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006895193065405831,0.23404255319148937
dataset_experiment_info/beijing_multisite/shunyi,35064,18,0.14010416666666667,0.7083333333333334,0.1388888888888889,0.013503878621948438,0.013503878621948438,0.013549704218106995,0.0669753086419753,0.013549704218106995,0.0669753086419753,0.013194444444444444,0.10277777777777777,0.0,0.0,0.00658983451536643,0.05138888888888889,0.0,0.013004791238877482,0.006502395619438741,0.2765957446808511,1.0,0.2730496453900709,0.0,0.0,0.004925137903861308,0.36327817178881006,1.0,0.31520882584712373,0.6170212765957447,0.10717100078802207,0.9787234042553191,0.3065405831363278,0.574468085106383,0.0,0.0,0.2730496453900709,1.0,0.019700551615445233,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004925137903861308,0.0851063829787234
dataset_experiment_info/beijing_multisite/guanyuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/beijing_multisite/tiantan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/lucknow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/Bhubhneshwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/weather_indian_cities/chennai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/abrupt_imbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/out-of-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_imbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_reoccurring_balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_abrupt_balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/gradual_imbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/abrupt_balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_abrupt_imbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/incremental_reoccurring_imbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/insects/gradual_balanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/italian_city_airquality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/powersupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/taxi_ride_duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/airbnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/room_occupancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/bitcoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/traffic_volumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/news_popularity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/beijingPM2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/energy_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/election,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/covtype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/house_rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/safe_driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/shenyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/shanghai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/chengdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
